Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Berserker's	100	1	1	60		50	bar			2	125	bar		3	3									1	cgrn	mele							knif	2Hwp	rod	jave		0	0	0
Slayer's	100	1	1	40	60	30	bar			2	125	bar		2	2											2Hwp							staf	amaz	miss			0	0	0
Berserker's	100	1	1	60	80	50	bar			2	125	bar		3	3									1	cgrn	2Hwp							staf	amaz	miss			0	0	0
Berserker's	100	1	1	80		70	bar			2	125	bar		4	4									1	cgrn	pole	2Axe						staf	amaz	miss			0	0	0
Slayer's	100	1	1	20	40	10	bar			2	125	bar		1	1											phlm												0	0	0
Berserker's	100	1	1	40	60	30	bar			2	125	bar		2	2									1	cgrn	phlm												0	0	0
Berserker's	100	1	1	60		50	bar			2	125	bar		3	3									1	cgrn	phlm												0	0	0
Shaman's	100	1	1	30		20	dru			2	125	dru		1	1											amul	circ	ring										0	0	0
Hierophant's	100	1	1	50		40	dru			2	125	dru		2	2									1	cgrn	amul	circ											0	0	0
Hierophant's	100	1	1	80		70	dru			2	125	dru		2	2									1	cgrn	tors												0	0	0
Shaman's	100	1	1	20	40	10	dru			2	125	dru		1	1											club	axe	knif					scep					0	0	0
Hierophant's	100	1	1	40	60	30	dru			2	125	dru		2	2									1	cgrn	club	axe	knif					scep					0	0	0
Hierophant's	100	1	1	60		50	dru			2	125	dru		3	3									1	cgrn	club	axe	knif					scep					0	0	0
Shaman's	100	1	1	40	40	30	dru			2	125	dru		2	2											pole	2Axe											0	0	0
Hierophant's	100	1	1	60	60	50	dru			2	125	dru		3	3									1	cgrn	pole	2Axe											0	0	0
Hierophant's	100	1	1	80		70	dru			2	125	dru		4	4									1	cgrn	pole	2Axe											0	0	0
Shaman's	100	1	1	20	40	10	dru			2	125	dru		1	1											pelt												0	0	0
Hierophant's	100	1	1	40	60	30	dru			2	125	dru		2	2									1	cgrn	pelt												0	0	0
Hierophant's	100	1	1	60		50	dru			2	125	dru		3	3									1	cgrn	pelt												0	0	0
Magekiller's	100	1	1	30		20	ass			2	125	ass		1	1											amul	circ	ring	helm									0	0	0
Witch-hunter's	100	1	1	50		40	ass			2	125	ass		2	2									1	cgrn	amul	circ	helm										0	0	0
Witch-hunter's	100	1	1	80		70	ass			2	125	ass		2	2									1	cgrn	tors												0	0	0
Magekiller's	100	1	1	20	40	10	ass			2	125	ass		1	1											h2h												0	0	0
Witch-hunter's	100	1	1	40	60	30	ass			2	125	ass		2	2									1	cgrn	h2h												0	0	0
Witch-hunter's	100	1	1	60		50	ass			2	125	ass		3	3									1	cgrn	h2h												0	0	0
Consecrated	100	1	1	1		1				2	142	att-undead		100	200	dmg-undead		100	200							circ	helm	shld					wand	orb				0	0	0
Pure	100	1	1	70		60				2	142	att-undead		200	300	dmg-undead		200	300						lgld	circ	helm	shld					wand	orb				0	0	0
Sacred	100	1	1	25	84	15				2	142	att-undead		175	250	dmg-undead		175	250						lgld	weap							wand	orb				0	0	0
Hallowed	100	1	1	35		25				2	142	att-undead		251	325	dmg-undead		251	325						lgld	weap							wand	orb				0	0	0
Divine	100	1	1	50		40				2	142	att-undead		400	500	dmg-undead		400	500						lgld	weap							wand	orb				0	0	0
Pearl	100	1	1	18		8				2	142	att-undead		25	100	dmg-undead		25	100							jewl												0	0	0
Crimson	100			5		1				4	118	res-fire		5	10											armo	ring	amul	orb	circ	weap							0	0	0
Red	100		1	15	30	10				4	103	dmg-min		1	1									1	dred	lcha												0	0	0
Sanguinary	100		1	30	50	25				4	103	dmg-min		2	2									1	dred	lcha												0	0	0
Bloody	100		1	50		40				4	103	dmg-min		4	4									1	dred	lcha												0	0	0
Red	100		1	25	50	20				4	103	dmg-min		1	1									1	dred	mcha												0	0	0
Sanguinary	100		1	50	75	40				4	103	dmg-min		2	2									1	dred	mcha												0	0	0
Red	100		1	75		65				4	103	dmg-min		1	1									1	dred	scha												0	0	0
Jagged	100		1	7	30	1				4	104	dmg-max		1	1									1	blac	lcha												0	0	0
Forked	100		1	30	50	25				4	104	dmg-max		2	2									1	blac	lcha												0	0	0
Serrated	100		1	50		40				4	104	dmg-max		3	3									1	blac	lcha												0	0	0
Jagged	100		1	30	45	25				4	104	dmg-max		1	1									1	blac	mcha												0	0	0
Forked	100		1	45	65	35				4	104	dmg-max		2	2									1	blac	mcha												0	0	0
Jagged	100		1	65		55				4	104	dmg-max		1	1									1	blac	scha												0	0	0
Snowflake	100	1	1	8	48	8				1	137	cold-len		50	50	cold-min		1	5	cold-max		6	12			lcha	bowq	xboq										0	0	0
Shivering	100	1	1	24	72	24				1	137	cold-len		75	75	cold-min		10	20	cold-max		21	40			lcha	bowq	xboq										0	0	0
Boreal	100	1	1	48		48				1	137	cold-len		100	100	cold-min		20	40	cold-max		41	60	1	lblu	lcha	bowq	xboq										0	0	0
Hibernal	100	1	1	72		72				2	137	cold-len		125	125	cold-min		40	80	cold-max		81	120	1	lblu	lcha	bowq	xboq										0	0	0
Snowflake	100	1	1	15	55	15				1	137	cold-len		75	75	cold-min		5	10	cold-max		11	20			mcha												0	0	0
Shivering	100	1	1	35	75	35				1	137	cold-len		75	75	cold-min		10	20	cold-max		21	30			mcha												0	0	0
Boreal	100	1	1	55		55				1	137	cold-len		75	75	cold-min		20	30	cold-max		31	50	1	lblu	mcha												0	0	0
Hibernal	100	1	1	75		75				1	137	cold-len		75	75	cold-min		40	60	cold-max		61	80	1	lblu	mcha												0	0	0
Snowflake	100	1	1	16	60	16				1	137	cold-len		50	50	cold-min		1	5	cold-max		6	10			scha												0	0	0
Shivering	100	1	1	36	84	36				1	137	cold-len		50	50	cold-min		5	10	cold-max		11	20			scha												0	0	0
Boreal	100	1	1	60		60				1	137	cold-len		50	50	cold-min		10	20	cold-max		21	40	1	lblu	scha												0	0	0
Hibernal	100	1	1	84		84				1	137	cold-len		50	50	cold-min		20	40	cold-max		41	80	1	lblu	scha												0	0	0
Ember	100	1	1	8	48	8				1	138	fire-min		1	5	fire-max		6	12							lcha	bowq	xboq										0	0	0
Smoldering	100	1	1	24	72	24				1	138	fire-min		10	20	fire-max		21	40							lcha	bowq	xboq										0	0	0
Smoking	100	1	1	48		48				1	138	fire-min		20	40	fire-max		41	60					1	lred	lcha	bowq	xboq										0	0	0
Flaming	100	1	1	72		72				1	138	fire-min		40	80	fire-max		81	120					1	lred	lcha	bowq	xboq										0	0	0
Ember	100	1	1	15	55	15				1	138	fire-min		5	10	fire-max		11	20							mcha												0	0	0
Smoldering	100	1	1	35	75	35				1	138	fire-min		10	20	fire-max		21	30							mcha												0	0	0
Smoking	100	1	1	55		55				1	138	fire-min		20	30	fire-max		31	50					1	lred	mcha												0	0	0
Flaming	100	1	1	75		75				1	138	fire-min		40	60	fire-max		61	80					1	lred	mcha												0	0	0
Ember	100	1	1	16	60	16				1	138	fire-min		1	5	fire-max		6	10							scha												0	0	0
Smoldering	100	1	1	36	84	36				1	138	fire-min		5	10	fire-max		11	20							scha												0	0	0
Smoking	100	1	1	60		60				1	138	fire-min		10	20	fire-max		21	40					1	lred	scha												0	0	0
Flaming	100	1	1	84		84				1	138	fire-min		20	40	fire-max		41	80					1	lred	scha												0	0	0
Static	100	1	1	8	48	8				1	139	ltng-min		1	1	ltng-max		15	15							lcha	bowq	xboq										0	0	0
Glowing	100	1	1	24	72	24				1	139	ltng-min		1	1	ltng-max		40	40							lcha	bowq	xboq										0	0	0
Arcing	100	1	1	48		48				1	139	ltng-min		1	1	ltng-max		80	80					1	whit	lcha	bowq	xboq										0	0	0
Shocking	100	1	1	72		72				1	139	ltng-min		1	1	ltng-max		160	160					1	whit	lcha	bowq	xboq										0	0	0
Static	100	1	1	15	55	15				1	139	ltng-min		1	1	ltng-max		20	20							mcha												0	0	0
Glowing	100	1	1	35	75	35				1	139	ltng-min		1	1	ltng-max		40	40							mcha												0	0	0
Arcing	100	1	1	55		55				1	139	ltng-min		1	1	ltng-max		60	60					1	whit	mcha												0	0	0
Shocking	100	1	1	75		75				1	139	ltng-min		1	1	ltng-max		120	120					1	whit	mcha												0	0	0
Static	100	1	1	16	60	16				1	139	ltng-min		1	1	ltng-max		10	10							scha												0	0	0
Glowing	100	1	1	36	84	36				1	139	ltng-min		1	1	ltng-max		20	20							scha												0	0	0
Arcing	100	1	1	60		60				1	139	ltng-min		1	1	ltng-max		40	40					1	whit	scha												0	0	0
Shocking	100	1	1	84		84				1	139	ltng-min		1	1	ltng-max		80	80					1	whit	scha												0	0	0
Septic	100	1	1	8	48	8				1	140	dmg-pois	75	36	36											lcha	bowq	xboq										0	0	0
Envenomed	100	1	1	24	72	24				1	140	dmg-pois	100	78	78											lcha	bowq	xboq										0	0	0
Toxic	100	1	1	48		48				1	140	dmg-pois	125	206	206									1	dgrn	lcha	bowq	xboq										0	0	0
Pestilent	100	1	1	72		72				1	140	dmg-pois	150	342	342									1	dgrn	lcha	bowq	xboq										0	0	0
Septic	100	1	1	15	55	15				1	140	dmg-pois	75	70	70											mcha												0	0	0
Envenomed	100	1	1	35	75	35				1	140	dmg-pois	100	154	154											mcha												0	0	0
Toxic	100	1	1	55		55				1	140	dmg-pois	125	370	307									1	dgrn	mcha												0	0	0
Pestilent	100	1	1	75		75				1	140	dmg-pois	150	600	600									1	dgrn	mcha												0	0	0
Septic	100	1	1	16	60	16				1	140	dmg-pois	75	104	104											scha												0	0	0
Envenomed	100	1	1	36	84	36				1	140	dmg-pois	100	256	256											scha												0	0	0
Toxic	100	1	1	60		60				1	140	dmg-pois	125	410	410									1	dgrn	scha												0	0	0
Pestilent	100	1	1	84		84				1	140	dmg-pois	150	600	600									1	dgrn	scha												0	0	0
Tireless	100		1	1	5	1				4	108	regen-stam		20	20											boot												0	0	0
Lizard's	100			1		1				4	115	mana		8	12											armo	ring	amul	rod	orb								0	0	0
Azure	100	1	1	1	30	1				3	117	res-cold		10	15											armo	ring	amul	orb	circ								0	0	0
Crimson	100	1	1	1	30	1				3	118	res-fire		10	15											armo	ring	amul	orb	circ								0	0	0
Tangerine	100	1	1	1	30	1				3	119	res-ltng		10	15											armo	ring	amul	orb	circ								0	0	0
Beryl	100	1	1	1	30	1				3	120	res-pois		10	15											belt	ring	amul	orb	circ								0	0	0
Godly	100	1	1	60		50				4	101	ac%		221	300									1	dgld	armo							circ	bowq	xboq			0	0	0
Godly	100	1	1	60		50				4	101	ac%		221	300	rep-dur	3							1	dgld	armo							circ	bowq	xboq			0	0	0
Cruel	100	1	1	60		50				4	105	dmg%		201	250									1	blac	mele							staf	wand	orb	comb		0	0	0
Pain	100		1	1	60	1				1	143	openwounds		20	30											knif	h2h	axe	swor	miss	spea	pole						0	0	0
Pain	100		1	30	80	20				1	143	openwounds		30	40											knif	h2h	axe	swor	miss	spea	pole						0	0	0
Pain	100		1	60		50				1	143	openwounds		40	50											knif	h2h	axe	swor	miss	spea	pole						0	0	0
Pain	100		1	80		70				1	143	openwounds		60	70											knif	h2h	axe	swor	miss	spea	pole						0	0	0
Vanquishing	100	1	1	20	60	10				1	144	deadly		10	20											mele							staf	wand	orb			0	0	0
Vanquishing	100	1	1	40	80	30				1	144	deadly		15	25											mele							staf	wand	orb			0	0	0
Vanquishing	100	1	1	60		50				1	144	deadly		20	25											mele							staf	wand	orb			0	0	0
Vanquishing	100	1	1	80		70				1	144	deadly		25	35											mele							staf	wand	orb			0	0	0
Unyielding	100	1	1	30	60	20				1	146	oskill	pierce	1	2											miss	thro	jave					amaz					0	0	0
Unyielding	100	1	1	40	80	30				1	146	oskill	pierce	1	3											miss	thro	jave					amaz					0	0	0
Unyielding	100	1	1	60		50				1	146	oskill	pierce	2	3											miss	thro	jave					amaz					0	0	0
Unyielding	100	1	1	80		70				1	146	oskill	pierce	2	4											miss	thro	jave					amaz					0	0	0
Hibernal	100		1	50		20				1	137	cold-len		25	25	cold-min		14	22	cold-max		26	42	1	lblu	lcha	bowq	xboq										0	0	0
Hibernal	100	1	1	60		40				1	137	cold-len		25	25	cold-min		16	25	cold-max		31	48	1	lblu	mcha												0	0	0
Hibernal	100	1	1	75		65				1	137	cold-len		25	25	cold-min		11	20	cold-max		21	38	1	lblu	scha												0	0	0
Flaming	100	1	1	50		30				1	138	fire-min		19	28	fire-max		37	49					1	lred	lcha	bowq	xboq										0	0	0
Flaming	100	1	1	60		50				1	138	fire-min		29	40	fire-max		44	58					1	lred	mcha												0	0	0
Flaming	100	1	1	75		66				1	138	fire-min		20	29	fire-max		30	45					1	lred	scha												0	0	0
Shocking	100	1	1	50		30				1	139	ltng-min		1	1	ltng-max		80	105					1	whit	lcha	bowq	xboq										0	0	0
Shocking	100	1	1	60		50				1	139	ltng-min		1	1	ltng-max		91	120					1	whit	mcha												0	0	0
Shocking	100	1	1	75		66				1	139	ltng-min		1	1	ltng-max		72	95					1	whit	scha												0	0	0
Pestilent	100	1	1	50		30				1	140	dmg-pois	150	299	299									1	dgrn	lcha	bowq	xboq										0	0	0
Pestilent	100	1	1	60		50				1	140	dmg-pois	150	420	420									1	dgrn	mcha												0	0	0
Pestilent	100	1	1	75		66				1	140	dmg-pois	150	390	390									1	dgrn	scha												0	0	0
Reinforced	100	1	1	60		50				1	125	hp%		8	10									1	dred	helm	belt	tors										0	0	0
Reinforced	100	1	1	85		75				1	125	hp%		11	15									1	dred	helm	belt	tors										0	0	0
Auroral	100		1	25	85	15				1	152	res-all-max		1	1									1	dblu	armo	shld	pelt	phlm	ashd	helm	h2h						0	0	0
Auroral	100		1	85		75				1	152	res-all-max		2	2									1	dblu	armo	shld	pelt	phlm	ashd	helm	h2h						0	0	0
Shimmering	100	1	1	1	40	1				4	116	res-all		8	12									1	dblu	tors												0	0	0
Rainbow	100	1	1	20	60	10				4	116	res-all		12	16									1	dblu	tors												0	0	0
Scintillating	100	1	1	40	80	30				4	116	res-all		16	20									1	dblu	tors												0	0	0
Prismatic	100	1	1	60		50				4	116	res-all		20	25									1	dblu	tors												0	0	0
Chromatic	100	1	1	80		70				4	116	res-all		25	30									1	dblu	tors												0	0	0
Unyielding	100	1	1	50		40				1	146	pierce		40	60											bowq	xboq											0	0	0
Visionary	100		1	50	90	40				1	125	pierce-all		1	1									1	whit	glov	belt	boot	helm				pelt	phlm				0	0	0
Visionary	100		1	70		60				1	125	pierce-all		1	2									1	whit	glov	belt	boot	helm				pelt	phlm				0	0	0
Visionary	100		1	90		80				1	125	pierce-all		2	3									1	whit	glov	belt	boot	helm				pelt	phlm				0	0	0
Visionary	100		1	50	90	40				1	125	pierce-all		1	1									1	whit	shld							ashd	head				0	0	0
Visionary	100		1	70		60				1	125	pierce-all		1	2									1	whit	shld							ashd	head				0	0	0
Visionary	100		1	80		80				1	125	pierce-all		2	3									1	whit	shld							ashd	head				0	0	0
Macabre	100	1	1	80		70				1	103	dmg-min		5	9											jewl	bowq	xboq										0	0	0
Massacre	100	1	1	80		70				1	104	dmg-max		10	14											jewl	bowq	xboq										0	0	0
Obliterating	100	1	1	80		70				1	105	dmg%		45	60											bowq	xboq											0	0	0
Accurate	100	1	1	80		70				1	110	att		125	200											jewl	bowq	xboq										0	0	0
Zirconian	100	1	1	80		70				1	115	mana%		5	10											jewl												0	0	0
Auric	100	1	1	80		70				1	116	res-all		10	15											jewl	bowq	xboq										0	0	0
Diabolic	100			80		70				1	111	dmg/lvl		12	12	att/lvl		40	40					1	whit	weap	bowq	xboq										0	0	0
Cleaving	100			5		5				3	200	splash	556	100	1											jewl												0	0	0
Desolating	100			60		50				1	200	dmg%		10	40	splash	proc_SplashDamage	100	1							jewl												0	0	0
Entrancing	100		1	30		20				1	201	res-mag		4	7											mcha												0	0	0
Spellbinding	100		1	25		20				3	201	res-mag		5	10											lcha												0	0	0
Fletcher's	100	1	1	85		85	ama			1	125	skilltab	0	1	1											lcha												0	0	0
Acrobat's	100	1	1	85		85	ama			1	125	skilltab	1	1	1											lcha												0	0	0
Harpoonist's	100	1	1	85		85	ama			1	125	skilltab	2	1	1											lcha												0	0	0
Burning	100	1	1	85		85	sor			1	125	skilltab	3	1	1											lcha												0	0	0
Sparking	100	1	1	85		85	sor			1	125	skilltab	4	1	1											lcha												0	0	0
Chilling	100	1	1	85		85	sor			1	125	skilltab	5	1	1											lcha												0	0	0
Hexing	100	1	1	85		85	nec			1	125	skilltab	6	1	1											lcha												0	0	0
Fungal	100	1	1	85		85	nec			1	125	skilltab	7	1	1											lcha												0	0	0
Graverobber's	100	1	1	85		85	nec			1	125	skilltab	8	1	1											lcha												0	0	0
Lion Branded	100	1	1	85		85	pal			1	125	skilltab	9	1	1											lcha												0	0	0
Captain's	100	1	1	85		85	pal			1	125	skilltab	10	1	1											lcha												0	0	0
Preserver's	100	1	1	85		85	pal			1	125	skilltab	11	1	1											lcha												0	0	0
Expert's	100	1	1	85		85	bar			1	125	skilltab	12	1	1											lcha												0	0	0
Fanatic	100	1	1	85		85	bar			1	125	skilltab	13	1	1											lcha												0	0	0
Sounding	100	1	1	85		85	bar			1	125	skilltab	14	1	1											lcha												0	0	0
Trainer's	100	1	1	85		85	dru			1	125	skilltab	15	1	1											lcha												0	0	0
Spiritual	100	1	1	85		85	dru			1	125	skilltab	16	1	1											lcha												0	0	0
Nature's	100	1	1	85		85	dru			1	125	skilltab	17	1	1											lcha												0	0	0
Entrapping	100	1	1	85		85	ass			1	125	skilltab	18	1	1											lcha												0	0	0
Mentalist's	100	1	1	85		85	ass			1	125	skilltab	19	1	1											lcha												0	0	0
Shogukusha's	100	1	1	85		85	ass			1	125	skilltab	20	1	1											lcha												0	0	0
Heated	100		1	1	15	2				1	101	fire-min		2	2	fire-max		3	4							jewl												0	0	0
Frosty	100		1	1	15	2				1	101	cold-min	25	2	2	cold-max		3	4							jewl												0	0	0
Sparking	100		1	1	15	2				1	101	ltng-min		1	1	ltng-max		4	5							jewl												0	0	0
