name	type	code	alternateGfx	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	sound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade
Heavy Crossbow	xbow	hxb	hxb	0		2	1				1	12	20				10		1	60	40	50	1	24	0	4096	112804			lxb	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4				flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	8	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1	0	1	0	1	1	0	0	0	0	255	1	1	1	1	1	0	1	1	1	1	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Repeating Crossbow	xbow	rxb	hxb	0		3	1				1	6	12				-40		1	40	50	40	1	33	0	2739	109387			lxb	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3				flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	8	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	1	1	1	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Rancid Gas Potion	tpot	gps	gpl	0		2	1	0	1													2	1	24	0	30	0			gpl	gps			1ht	1ht	5	hth	1	1	1	5	25	flpgpl	invgpl					0		0	22	0	0	5	0	1	0	0	49	7	3	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	4	6	4	6	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	4	6	4	6	255	0	0	0	0	255	0	0	0	0	255	4	6	4	6	1			0	0	0	xxx	xxx
Oil Potion	tpot	ops	opl	0		2	1	0	1													2	1	24	0	40	0			opl	ops			1ht	1ht	5	hth	1	1	1	5	25	flpopl	invopl					0		0	22	0	0	5	0	1	0	0	46	7	3	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	4	6	4	6	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	4	6	4	6	255	0	0	0	0	255	0	0	0	0	255	4	6	4	6	1			0	0	0	xxx	xxx
Choking Gas Potion	tpot	gpm	gps	0		3	1	0	1													2	1	12	0	18	0			gps	gpm			1ht	1ht	5	hth	1	1	1	5	25	flpgps	invgpm					0		0	22	0	0	5	0	1	0	0	48	7	3	0	0	0	0	0	0	255	0	0	0	0	255	0	2	0	2	255	0	0	0	0	255	2	4	2	4	1	0	0	0	0	255	0	0	0	0	255	2	4	2	4	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx
Exploding Potion	tpot	opm	opl	0		3	1	0	1													2	1	12	0	20	0			opl	opm			1ht	1ht	5	hth	1	1	1	5	25	flpops	invopm					0		0	22	0	0	5	0	1	0	0	45	7	3	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	2	4	2	4	1	0	0	0	0	255	0	0	0	0	255	2	4	2	4	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx
Strangling Gas Potion	tpot	gpl	gps	0		4	1	0	1													2	1	4	0	12	0			gps	gpl			1ht	1ht	5	hth	1	1	1	5	25	flpgps	invgps					0		0	22	0	0	5	0	1	0	0	47	7	3	0	0	0	0	0	0	255	0	0	0	0	255	1	5	1	5	255	0	0	0	0	255	4	6	4	6	1	0	0	0	0	255	0	0	0	0	255	0	2	0	2	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx
Fulminating Potion	tpot	opl	ops	0		4	1	0	1													2	1	4	0	16	0			ops	opl			1ht	1ht	5	hth	1	1	1	5	25	flpops	invops					0		0	22	0	0	5	0	1	0	0	44	7	3	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	4	6	4	6	1	0	0	0	0	255	0	0	0	0	255	0	2	0	2	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx
decoy dagger	knif	d33	dgr	0		99		1	2								-20	1		15	20	10		0	0	666	0			dgr	d33			1ht	1ht	5	1ht	1	2				flpd33	invd33					0		0	27	1	0	5	0	0	0	18	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Gidbinn	knif	g33	dgr	0		99		3	7								-20	1		15	25	30		0	0	666	0			dgr	g33			1ht	1ht	5	1ht	1	2				flpg33	invg33					0		0	27	1	0	5	0	0	0	18	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Wirt's Leg	club	leg	clb	0		1		2	8								-10	1				66		0	0	20	0			clb	leg			1hs	1hs	5	1hsl	1	3				flpleg	invleg			1	3	0		0	28	0	0	5	0	0	0	1	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Horadric Malus	hamm	hdm	whm	0		0		6	15								20	1		15	15	55		0	0	600	0			whm	hdm			1hs	1hs	5	1hsl	1	2				flphmr	invhmr					0		0	29	1	0	5	0	0	0	4	0	7	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Hellforge Hammer	hamm	hfh	whm	0		0		6	15									1				55		0	0	600	0			whm	hfh			1hs	1hs	5	1hsl	2	3				flphmr	invhfh			1	5	0		0	29	1	0	5	0	0	0	25	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	1	xxx	xxx
Horadric Staff	staf	hst	bst	0		2					1	12	20			2		1		30		50		0	0	1223	0			bst	hst			stf	stf	5	staf	1	4				flphst	invhst					0	magically charged	0	28	1	0	5	0	0	0	10	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	1	xxx	xxx
Staff of the Kings	staf	msf	bst	0		2					1	10	15			2		1		25		45		0	0	1223	0			bst	msf			stf	stf	5	staf	1	3				flpmsf	invmsf					0	magically charged	0	28	1	0	5	0	0	0	10	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	1	xxx	xxx
Hatchet	axe	9ha	hax	0		1	1	10	21									1		25	25	28		27	19	810	38197			hax	hax	9ha	7ha	1hs	1hs	5	1hsl	1	3				flphax	invhax	invhaxu	invhaxu	1	2	0		0	27	0	0	5	0	0	0	0	35	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	2	0	xxx	xxx
Cleaver	axe	9ax	axe	0		1	1	10	29							1	10	1		68		24		30	22	1509	63272			axe	axe	9ax	7ax	1hs	1hs	5	1hsl	2	3				flpaxe	invaxe	invaxeu	invaxeu	1	4	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	2	0	xxx	xxx
Twin Axe	axe	92a	axe	0		1	1	13	30							1	10	1		85		24		35	27	2919	121310			axe	2ax	92a	72a	1hs	1hs	5	1hsl	2	3				flp2ax	inv2ax			1	5	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	2	0	xxx	xxx
Crowbill	axe	9mp	axe	0		2	1	14	27							1	-10	1		94	70	26		39	31	4563	201222			axe	mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3				flpmpi	invmpi	invmpiu	invmpiu	1	6	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Naga	axe	9wa	hax	0		2	1	18	34							2		1		121		26		44	36	6669	316143			hax	wax	9wa	7wa	1hs	1hs	5	1hsl	2	3				flpwax	invwax			1	6	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Military Axe	axe	9la	lax	0		1	1				1	14	34			1	-10	1		73		30		30	22	1362	57429			lax	lax	9la	7la	stf	stf	5	2hsl	2	3				flplax	invlax			1	4	0		0	16	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Bearded Axe 	axe	9ba	lax	0		1	1				1	21	42			1		1		92		35		34	26	2718	111912			lax	bax	9ba	7ba	stf	stf	5	2hsl	2	3				flpbrx	invbrx			1	5	0		0	16	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Tabar	axe	9bt	btx	0		1	1				1	24	58			1	10	1		101		40		38	30	4086	175621			btx	btx	9bt	7bt	stf	stf	5	2hsl	2	3				flpbtx	invbtx	inv9btu	inv9btu	1	5	0		0	16	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	2	0	xxx	xxx
Gothic Axe	axe	9ga	btx	0		2	1				1	18	54			2	-10	1		115	79	50		42	34	6048	279153			btx	gax	9ga	7ga	stf	stf	5	2hsl	2	4				flpgax	invgax	invgaxu	invgaxu	1	6	0		0	16	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Ancient Axe	axe	9gi	gix	0		4	1				1	46	74			3	10	1		125		50		45	37	7530	365857			gix	gix	9gi	7gi	stf	stf	5	2hsl	2	3				flpgix	invgix	inv9giu	inv9giu	1	6	0		0	16	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Burnt Wand	wand	9wn	wnd	0		2	1	8	18									1		25		15		27	19	915	39997			wnd	wnd	9wn	7wn	1hs	1hs	5	1hss	1	2				flpwnd	invwnd					0	magically charged	0	30	0	0	5	0	0	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Petrified Wand	wand	9yw	ywn	0		3	1	8	24								10	1		25		15		34	26	2535	105690			ywn	ywn	9yw	7yw	1hs	1hs	5	1hss	1	2				flpywn	invywn					0	magically charged	0	30	0	0	5	0	0	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Tomb Wand	wand	9bw	bwn	0		4	1	10	22								-20	1		25		15		39	31	4188	182988			bwn	bwn	9bw	7bw	1hs	1hs	5	1hss	1	2				flpbwn	invbwn	invbwnu	invbwnu			0	magically charged	0	30	0	0	5	0	0	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Grave Wand	wand	9gw	bwn	0		5	1	13	29									1		25		15		45	37	6594	318183			bwn	gwn	9gw	7gw	1hs	1hs	5	1hss	1	2				flpgwn	invgwn	inv9gwu	inv9gwu			0	magically charged	0	30	0	0	5	0	0	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Cudgel	club	9cl	clb	0		1	1	6	21								-10	1		25		24		26	18	396	25572			clb	clb	9cl	7cl	1hs	1hs	5	club	1	3				flpclb	invclb	invclbu	invclbu	1	2	0		0	28	0	0	5	0	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	2	0	xxx	xxx
Rune Scepter	scep	9sc	mac	0		1	1	14	30									1		58		50		27	19	1350	52912			mac	scp	9sc	7sc	1hs	1hs	5	club	1	3				flpscp	invscp			1	2	0	magically charged	0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Holy Water Sprinkler	scep	9qs	mac	0		3	1	18	37							1	10	1		76		60		36	28	3627	152103			mac	gsc	9qs	7qs	1hs	1hs	5	club	1	3				flpgsc	invgsc			1	3	0	magically charged	0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Divine Scepter	scep	9ws	whm	0		4	1	21	45							1	-10	1		103		70		41	33	7269	319086			whm	wsp	9ws	7ws	1hs	1hs	5	club	2	3				flpwsp	invwsp			1	5	0	magically charged	0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Barbed Club	club	9sp	clb	0		1	1	13	21							1		1		30		36		28	20	975	43800			clb	spc	9sp	7sp	1hs	1hs	5	1hsl	1	3				flpspc	invspc	invspcu	invspcu	1	2	0		0	28	0	0	5	0	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Flanged Mace	mace	9ma	mac	0		1	1	10	27									1		61		60		31	23	1689	70359			mac	mac	9ma	7ma	1hs	1hs	5	1hsl	1	3				flpmac	invmac			1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Jagged Star	mace	9mt	mac	0		1	1	13	30							1	10	1		74		72		35	27	2832	118287			mac	mst	9mt	7mt	1hs	1hs	5	1hsl	1	3				flpmst	invmst	invmstu	invmstu	1	3	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Knout	mace	9fl	fla	0		1	1	6	35							2	-10	1		82	73	30		39	31	4536	200163			fla	fla	9fl	7fl	1hs	1hs	5	1hsl	2	3				flpfla	invfla			1	5	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Battle Hammer	hamm	9wh	whm	0		4	1	22	43								20	1		100		55		44	36	6543	310631			whm	whm	9wh	7wh	1hs	1hs	5	1hsl	2	3				flpwhm	invwhm			1	4	0		0	29	0	0	5	0	0	0	0	178	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
War Club	hamm	9m9	mau	0		1	1				1	53	77			1	10	1		124		60		41	33	5310	239257			mau	mau	9m9	7m7	stf	stf	5	2hsl	2	4				flpmau	invmau			1	6	0		0	16	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Martel de Fer	hamm	9gm	mau	0		1	1				1	61	101			2	20	1		169		60		49	41	9945	514305			mau	gma	9gm	7gm	stf	stf	5	2hsl	2	3				flpgma	invgma	inv9gmu	inv9gmu	1	6	0		0	16	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Gladius	swor	9ss	ssd	0		1	1	8	22									1		25		24		26	18	516	28662			ssd	ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3				flpssd	invssd			1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
