name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Cutlass	swor		9sm	scm	9sm	0		1	1	7	18								1	-30	250		76		250		34	34	4100	12300			scm	scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255					255			1	2	0	7sm	7sm	1	0
Shamshir	swor		9sb	scm	9sb	0		1	1	10	19								1	-10	250		80		250		37	37	4450	13350			scm	sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	invsbru	invsbru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255					255			1	2	0	7sb	7sb	1	0
Tulwar	swor		9fc	flc	9fc	0		1	1	10	24								1	15	250		84		250		40	40	4800	14400			flc	flc	9fc	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255					255			1	2	0	7fc	7fc	1	0
Dimensional Blade	swor		9cr	crs	9cr	0		1	1	11	24								2	-5	250		88		250		43	43	5150	15450			crs	crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	inv9cru	inv9cru	1	5	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			5	8	0	xxx	7cr	1	0
Battle Sword	swor		9bs	bsd	9bs	0		1	1	12	24								2		250		92		250		46	46	5500	16500			bsd	bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	7bs	7bs	1	0
Rune Sword	swor		9ls	lsd	9ls	0		1	1	6	32								2	-10	250		96		250		49	49	5850	17550			lsd	lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	inv9lsu	inv9lsu	1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	xxx	7ls	1	0
Ancient Sword	swor		9wd	flc	9wd	0		1	1	12	26								2	-5	250		102		250		52	52	6200	18600			flc	wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	7wd	7wd	1	0
Espadon	2Swo		92h	clm	92h	0		1	1	8	19	1	1	16	29				3		300		96		250		43	43	4860	14580			clm	2hs	92h	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255					255			1	2	0	72h	72h	1	0
Dacian Falx	2Swo		9cm	clm	9cm	0		1	1	10	22	1	1	19	41				3	10	300		104		250		46	46	5510	16530			clm	clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	7cm	7cm	1	0
Tusk Sword	2Swo		9gs	gsd	9gs	0		1	1	8	25	1	1	16	42				3	-10	300		108		250		49	49	6160	18480			gsd	gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	7gs	7gs	1	0
Gothic Sword	2Swo		9b9	clm	9b9	0		1	1	10	26	1	1	28	41				3	10	300		112		250		52	52	6745	20235			clm	bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	7b7	7b7	1	0
Zweihander	2Swo		9fb	clm	9fb	0		1	1	13	25	1	1	24	43				3	-15	300		116		250		55	55	7395	22185			clm	flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb	inv9fbu	inv9fbu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	7fb	7fb	1	0
Executioner Sword	2Swo		9gd	gsd	9gd	0		1	1	16	26	1	1	35	55				3	5	300		128		250		58	58	8045	24135			gsd	gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	7gd	1	0
Poignard	knif		9dg	dgr	9dg	0		1	1	6	13								0	-30	225	225			250		32	32	1900	5700			dgr	dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255					255			1	2	0	7dg	7dg	1	0
Rondel	knif		9di	dir	9di	0		1	1	6	17								0	-10	225	225			250		37	37	2300	6900			dir	dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20			1	1	20					255					255					255			1	2	0	7di	7di	1	0
Cinquedeas	knif		9kr	dir	9kr	0		1	1	11	22								0	-30	225	225			250		46	46	2650	7950			dir	kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	7kr	7kr	1	0
Stilleto	knif		9bl	dgr	9bl	0		1	1	12	24								0	-20	225	225			250		52	52	2950	8850			dgr	bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld	inv9blu	inv9blu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	xxx	7bl	1	0
Battle Dart	tkni		9tk	dgr	9tk	0		1	1	6	18					8	24	15	1		225	225	37	37	250		34	34	8	24		320	dgr	tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	500	500	500	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255			1	2	0	7tk	7tk	1	0
Francisca	taxe		9ta	hax	9ta	0		1	1	6	18					8	24	15	1	10	225	225	39	39	250		37	37	8	24		320	hax	tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	500	500	500	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255			1	2	0	7ta	7ta	1	0
War Dart	tkni		9bk	dgr	9bk	0		1	1	10	21					13	28	15	1	-20	225	225	44	44	250		40	40	12	36		320	dgr	bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	500	500	500	flpbkf	invbkf			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			1	2	0	7bk	7bk	1	0
Hurlbat	taxe		9b8	hax	9b8	0		1	1	10	21					13	28	15	1	-10	225	225	47	47	250		43	43	12	36		320	hax	bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	500	500	500	flpbal	invbal			1	5	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	20					20			1	2	0	xxx	7b8	1	0
War Javelin	jave		9ja	jav	9ja	0		1	1	6	14					8	19	15	2	-10	225	225	37	37	250		31	31	8	24		320	jav	jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	500	500	500	flpjav	invjav			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255			1	2	20					255			5	8	0	7ja	7ja	1	0
Great Pilum	jave		9pi	pil	9pi	0		1	1	6	18					8	24	15	2		225	225	42	42	250		37	37	9	27		320	pil	pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	500	500	500	flppil	invpil			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255			5	8	0	7pi	7pi	1	0
Simbilan	jave		9s9	jav	9s9	0		1	1	8	20					11	26	15	2	10	225	225	46	46	250		43	43	10	30		320	jav	ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	500	500	500	flpssp	invssp			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			5	8	0	7s7	7s7	1	0
Spiculum	jave		9gl	glv	9gl	0		1	1	9	19					12	25	15	2	20	225	225	49	49	250		49	49	11	33		320	glv	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	500	500	500	flpglv	invglv			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20					20			1	2	0	xxx	7gl	1	0
Harpoon	jave		9ts	pil	9ts	0		1	1	10	21					13	28	15	2	-10	225	225	52	52	250		55	55	12	36		320	pil	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	500	500	500	flptsp	invtsp			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20					20			1	2	0	7ts	7ts	1	0
War Spear	2Spe		9sr	spr	9sr	0		1	1				1	11	35				4	-10	275	275	43	43	250		33	33	3950	11850			spr	spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255			1	8	0	7sr	7sr	1	0
Fuscina	2Spe		9tr	tri	9tr	0		1	1				1	16	34				4		275	275	46	46	250		37	37	4470	13410			tri	tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	5	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255			1	8	0	7tr	7tr	1	0
War Fork	2Spe		9br	brn	9br	0		1	1				1	14	35				4	-20	275	275	52	52	250		46	46	5055	15165			brn	brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn	inv9bru	inv9bru	1	5	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	7br	7br	1	0
Yari	2Spe		9st	tri	9st	0		1	1				1	22	42				4		275	275	55	55	250		55	55	5510	16530			tri	spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	7st	7st	1	0
Lance	2Spe		9p9	pik	9p9	0		1	1				1	19	66				4	15	275	275	58	58	250		58	58	6030	18090			pik	pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	7p7	1	0
Lochaber Axe	pole		9b7	hal	9b7	0		1	1				1	6	38				4	-10	350		86		250		34	34	6745	20235			hal	bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255			1	2	0	7o7	7o7	1	0
Bill	pole		9vo	hal	9vo	0		1	1				1	12	36				4		350		94		250		40	40	7460	22380			pax	vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255			1	2	0	7vo	7vo	1	0
Battle Scythe	pole		9s8	scy	9s8	0		1	1				1	17	32				4	-10	350		104		250		43	43	8110	24330			scy	scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	inv9s8u	inv9s8u	1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	7s8	7s8	1	0
Partizan	pole		9pa	hal	9pa	0		1	1				1	25	52				4	10	350		110		250		49	49	8825	26475			pax	pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255			1	2	0	7pa	7pa	1	0
Bec-de-Corbin	pole		9h9	pax	9h9	0		1	1				1	12	58				4		350		116		250		52	52	9475	28425			hal	hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	7h7	7h7	1	0
Grim Scythe	pole		9wc	scy	9wc	0		1	1				1	24	50				4	-10	350		128		250		55	55	10125	30375			scy	wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	7wc	1	0
Jo Staff	staf		8ss	bst	8ss	0		1	1				1	10	19				2	-10	350				250		31	31	2455	7365	1		bst	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	20					255					255					255			5	8	0	6ss	6ss	1	0
Quarterstaff	staf		8ls	sst	8ls	0		1	1				1	10	20				2		350				250		37	37	2845	8535	1		sst	lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	20					255					255					255			5	8	0	6ls	6ls	1	0
Cedar Staff	staf		8cs	cst	8cs	0		1	1				1	10	22				2	10	350				250		43	43	3170	9510	1		cst	cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255			2	4	20					255					255					255			5	8	0	6cs	6cs	1	0
Gothic Staff	staf		8bs	sst	8bs	0		1	1				1	11	24				2		350				250		49	49	3560	10680	1		sst	bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20			5	8	0	6bs	6bs	1	0
Rune Staff	staf		8ws	lst	8ws	0		1	1				1	17	40				3	20	350				250		55	55	3950	11850	1		lst	wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst	inv8wsu	inv8wsu	1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20			5	8	0	xxx	6ws	1	0
Edge Bow	bow		8sb	sbw	8sb	0		1	1				1	4	14			13		5		325		70	250		31	31	4860	14580			sbw	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255			5	8	0	6sb	6sb	1	0
Razor Bow	bow		8hb	sbw	8hb	0		1	1				1	5	16			13		-10		325		76	250		34	34	5315	15945			sbw	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255			5	8	0	6hb	6hb	1	0
Cedar Bow	bow		8lb	lbw	8lb	0		1	1				1	6	16			13				325		80	250		37	37	5770	17310			lbw	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw	inv8lbu	inv8lbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255			5	8	0	6lb	6lb	1	0
Double Bow	bow		8cb	lbw	8cb	0		1	1				1	6	17			13		-10		325		86	250		40	40	6225	18675			lbw	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255			5	8	0	6cb	6cb	1	0
Short Siege Bow	bow		8s8	sbb	8s8	0		1	1				1	7	17			13				325		94	250		46	46	6680	20040			sbb	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	inv8s8u	inv8s8u	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			5	8	0	6s7	6s7	1	0
Long Siege Bow	bow		8l8	lbb	8l8	0		1	1				1	6	22			13		10		325		98	250		49	49	7135	21405			lbb	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			5	8	0	6l7	6l7	1	0
Rune Bow	bow		8sw	sbb	8sw	0		1	1				1	8	20			13				325		104	250		52	52	7590	22770			sbb	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			5	8	0	6sw	6sw	1	0
Gothic Bow	bow		8lw	lbb	8lw	0		1	1				1	6	26			13		10		325		114	250		58	58	8045	24135			lbb	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	6lw	1	0
Arbalest	xbow		8lx	lxb	8lx	0		1	1				1	14	19					-10		325		78	250		37	37	5055	15165		322	lxb	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	inv8lxu	inv8lxu	1	5	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255			5	8	0	6lx	6lx	1	0
Siege Crossbow	xbow		8mx	lxb	8mx	0		1	1				1	17	24							325		92	250		46	46	5965	17895		322	lxb	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	inv8mxu	inv8mxu	1	5	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			5	8	0	6mx	6mx	1	0
Balista	xbow		8hx	hxb	8hx	0		1	1				1	22	35					10		325		102	250		55	55	6875	20625		322	hxb	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			5	8	0	6hx	6hx	1	0
Chu-Ko-Nu	xbow		8rx	hxb	8rx	0		1	1				1	16	24					-30		325		114	250		52	52	7785	23355		322	hxb	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	6rx	1	0
KhalimFlail	mace		qf1	fla	qf1	0		1		1	6									-10	100		40		250		0	0	300	900			fla			qf1	1hs	1hs	5	1hsl	2	3					flpfla	invqf1			1	3	0		0	item_sword	12	item_sword	1	0	5	0	0	0	17	1	0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	1	xxx	xxx	0	0
SuperKhalimFlail	mace		qf2	fla	qf2	0		1		1	6									-10	100		40		250		0	0	300	900			fla			qf2	1hs	1hs	5	1hsl	2	3					flpfla	invqf2			1	3	0		0	item_sword	12	item_sword	1	0	5	0	0	0	17	1	0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	1	xxx	xxx	0	0
Expansion																																																																																																																																																																					
Katar	h2h		ktr	ktr	ktr	100		1	1	3	6							14	1	-10	225	225	10	10	250		1	0	1100	3300			ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5	5	5	2	2	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	axf	9cs	1	0
Wrist Blade	h2h		wrb	ktr	wrb	100		1	1	3	8							14	1		225	225	20	20	250		7	7	1850	5550			ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	1	1	1	1	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	ces	9lw	1	0
Hatchet Hands	h2h		axf	axf	axf	100		1	1	4	9							14	1	10	225	225	25	25	250		11	11	2150	6450			axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	1	1	1	1	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	clw	9tw	1	0
Cestus	h2h		ces	axf	ces	100		1	1	6	10							14	1		225	225	30	30	250		15	15	2450	7350			axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255	1	1	1	1	10					255					255					255					255					255			1	1	10					255					255					255					255					255					255					255			1	2	0	btl	9qr	1	0
Claws	h2h		clw	clw	clw	100		1	1	7	10							14	1	-10	225	225	35	35	250		18	18	2700	8100			clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255	1	1	1	1	10					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	skr	7ar	1	0
