description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
magic + moonstone ruby -> blood	1			100					4	amul,mag	g7r	zas	jew				usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone ruby -> blood	1			100					4	ring,mag	g7r	zas	jew				usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone ruby -> blood	1			100					4	weap,mag,eli	g7r	zas	jew				usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone amethyst -> caster	1			100					4	helm,mag,eli	g7v	zas	jew				usetype,crf		50	50	cast2			30	40	res-all			14	16	allskills			1	1																																																																					0
magic + moonstone amethyst -> caster	1			100					4	boot,mag,eli	g7v	zas	jew				usetype,crf		50	50	cast2			30	40	res-all			14	16	allskills			1	1																																																																					0
magic + moonstone amethyst -> caster	1			100					4	glov,mag,eli	g7v	zas	jew				usetype,crf		50	50	cast2			30	40	res-all			14	16	allskills			1	1																																																																					0
magic + moonstone amethyst -> caster	1			100					4	belt,mag,eli	g7v	zas	jew				usetype,crf		50	50	cast2			30	40	res-all			14	16	allskills			1	1																																																																					0
magic + moonstone amethyst -> caster	1			100					4	shld,mag,eli	g7v	zas	jew				usetype,crf		50	50	cast2			30	40	res-all			14	16	allskills			1	2																																																																					0
magic + moonstone amethyst -> caster	1			100					4	tors,mag,eli	g7v	zas	jew				usetype,crf		50	50	cast2			30	40	res-all			14	16	allskills			1	1																																																																					0
magic + moonstone amethyst -> caster	1			100					4	amul,mag	g7v	zas	jew				usetype,crf		50	50	cast2			15	20	res-all			9	11																																																																										0
magic + moonstone amethyst -> caster	1			100					4	ring,mag	g7v	zas	jew				usetype,crf		50	50	cast2			15	20	res-all			9	11																																																																										0
magic + moonstone amethyst -> caster	1			100					4	ajav,mag,eli	g7v	zas	jew				usetype,crf		50	50	pierce			40	50	res-all			14	16																																																																										0
magic + moonstone amethyst -> caster	1			100					4	weap,mag,eli	g7v	zas	jew				usetype,crf		50	50	cast2			40	50	mana%			40	50	allskills			1	2																																																																					0
magic + moonstone emerald -> safety	1			100					4	helm,mag,eli	g7g	zas	jew				usetype,crf		50	50	red-dmg%			10	12	res-ltng			30	40																																																																										0
magic + moonstone emerald -> safety	1			100					4	boot,mag,eli	g7g	zas	jew				usetype,crf		50	50	red-dmg%			10	12	res-fire			30	40																																																																										0
magic + moonstone emerald -> safety	1			100					4	glov,mag,eli	g7g	zas	jew				usetype,crf		50	50	red-dmg%			10	12	res-cold			30	40																																																																										0
magic + moonstone emerald -> safety	1			100					4	belt,mag,eli	g7g	zas	jew				usetype,crf		50	50	red-dmg%			10	12	res-pois			30	40																																																																										0
magic + moonstone emerald -> safety	1			100					4	shld,mag,eli	g7g	zas	jew				usetype,crf		50	50	red-dmg%			15	18	block			30	40																																																																										0
magic + moonstone emerald -> safety	1			100					4	tors,mag,eli	g7g	zas	jew				usetype,crf		50	50	red-dmg%			15	18	block			30	40																																																																										0
magic + moonstone emerald -> safety	1			100					4	amul,mag	g7g	zas	jew				usetype,crf		50	50	red-dmg%			10	12	res-pois-len			60	80																																																																										0
magic + moonstone emerald -> safety	1			100					4	ring,mag	g7g	zas	jew				usetype,crf		50	50	red-mag			21	25	res-pois-len			60	80	vit			12	16																																																																					0
magic + moonstone emerald -> safety	1			100					4	weap,mag,eli	g7g	zas	jew				usetype,crf		50	50	red-dmg%			10	12	vit			30	35																																																																										0
magic + moonstone skull -> death	1			100					4	helm,mag,eli	sk7	zas	jew				usetype,crf		50	50	deadly			10	11	swing2			15	25	heal-kill			50	60																																																																					0
magic + moonstone skull -> death	1			100					4	boot,mag,eli	sk7	zas	jew				usetype,crf		50	50	deadly			10	11	swing2			15	25	heal-kill			50	60																																																																					0
magic + moonstone skull -> death	1			100					4	glov,mag,eli	sk7	zas	jew				usetype,crf		50	50	deadly			10	11	swing2			15	25	heal-kill			50	60																																																																					0
magic + moonstone skull -> death	1			100					4	belt,mag,eli	sk7	zas	jew				usetype,crf		50	50	deadly			10	11	swing2			15	25	heal-kill			50	60																																																																					0
magic + moonstone skull -> death	1			100					4	shld,mag,eli	sk7	zas	jew				usetype,crf		50	50	deadly			10	11	swing2			30	40	block			30	40	abs-mag%			4	4																																																																0
magic + moonstone skull -> death	1			100					4	tors,mag,eli	sk7	zas	jew				usetype,crf		50	50	deadly			10	11	swing2			30	40	heal-kill			50	60																																																																					0
magic + moonstone skull -> death	1			100					4	amul,mag	sk7	zas	jew				usetype,crf		50	50	deadly			10	11	swing2			15	25	heal-kill			50	60																																																																					0
magic + moonstone skull -> death	1			100					4	ring,mag	sk7	zas	jew				usetype,crf		50	50	deadly			10	11	swing2			15	25	heal-kill			50	60																																																																					0
magic + moonstone skull -> death	1			100					4	weap,mag,eli	sk7	zas	jew				usetype,crf		50	50	deadly			10	11	swing2			30	40																																																																										0
magic + moonstone topaz -> elemental	1			100					4	helm,mag,eli	g7y	zas	jew				usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40																																																																					0
magic + moonstone topaz -> elemental	1			100					4	shld,mag,eli	g7y	zas	jew				usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40	block			20	40																																																																0
magic + moonstone topaz -> elemental	1			100					4	glov,mag,eli	g7y	zas	jew				usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40																																																																					0
magic + moonstone topaz -> elemental	1			100					4	belt,mag,eli	g7y	zas	jew				usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40																																																																					0
magic + moonstone topaz -> elemental	1			100					4	boot,mag,eli	g7y	zas	jew				usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40																																																																					0
magic + moonstone topaz -> elemental	1			100					4	tors,mag,eli	g7y	zas	jew				usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40																																																																					0
magic + moonstone topaz -> elemental	1			100					4	amul,mag	g7y	zas	jew				usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40																																																																					0
magic + moonstone topaz -> elemental	1			100					4	ring,mag	g7y	zas	jew				usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40																																																																					0
magic + moonstone topaz -> elemental	1			100					4	weap,mag,eli	g7y	zas	jew				usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40	allskills			1	1																																																																0
magic + moonstone diamond  -> holy	1			100					4	helm,mag,eli	g7w	zas	jew				usetype,crf		50	50	hpregen/lvl		9			res-mag			26	30																																																																										0
magic + moonstone diamond  -> holy	1			100					4	boot,mag,eli	g7w	zas	jew				usetype,crf		50	50	hpregen/lvl		9			res-mag			26	30																																																																										0
magic + moonstone diamond  -> holy	1			100					4	glov,mag,eli	g7w	zas	jew				usetype,crf		50	50	hpregen/lvl		9			res-mag			26	30																																																																										0
magic + moonstone diamond  -> holy	1			100					4	belt,mag,eli	g7w	zas	jew				usetype,crf		50	50	hpregen/lvl		9			res-mag			26	30																																																																										0
magic + moonstone diamond  -> holy	1			100					4	shld,mag,eli	g7w	zas	jew				usetype,crf		50	50	hpregen/lvl		9			res-mag			26	30																																																																										0
magic + moonstone diamond  -> holy	1			100					4	tors,mag,eli	g7w	zas	jew				usetype,crf		50	50	hpregen/lvl		9			res-mag			26	30																																																																										0
magic + moonstone diamond  -> holy	1			100					4	amul,mag	g7w	zas	jew				usetype,crf		50	50	rip			1	1	res-mag			26	30	noheal			1	1																																																																					0
magic + moonstone diamond  -> holy	1			100					4	ring,mag	g7w	zas	jew				usetype,crf		50	50	nofreeze			1	1	res-mag			26	30	att			150	200																																																																					0
magic + moonstone diamond  -> holy	1			100					4	weap,mag,eli	g7w	zas	jew				usetype,crf		50	50	resistcurse			15	20	res-mag			26	30	dmg-mag			250	500																																																																					0
craft + Uber sapphire -> power helm	1			100					3	hlm4,mag	g8b	arc					usetype,crf		50	50	dmg-min			12	14	dmg-max			16	18																																																																										0
craft + Uber sapphire -> power boots	1			100					3	bot4,mag	g8b	arc					usetype,crf		50	50	dmg-min			12	14	dmg-max			16	18																																																																										0
craft + Uber sapphire -> power gloves	1			100					3	glv4,mag	g8b	arc					usetype,crf		50	50	dmg-min			12	14	dmg-max			16	18																																																																										0
craft + Uber sapphire -> power belt	1			100					3	blt4,mag	g8b	arc					usetype,crf		50	50	dmg-min			12	14	dmg-max			16	18																																																																										0
craft + Uber sapphire -> power shield	1			100					3	shd4,mag	g8b	arc					usetype,crf		50	50	dmg-min			12	14	dmg-max			16	18																																																																										0
craft + Uber sapphire -> power torso	1			100					3	tor4,mag	g8b	arc					usetype,crf		50	50	dmg-min			12	14	dmg-max			16	18																																																																										0
craft + Uber sapphire -> power javelin	1			100					3	jav4,mag	g8b	arc					usetype,crf		50	50	dmg-min			12	14	dmg-max			16	18	pierce			50	50																																																																					0
craft + Uber sapphire -> power weapon	1			100					3	wpn4,mag	g8b	arc					usetype,crf		50	50	dmg-min			12	14	dmg-max			16	18																																																																										0
craft + Uber ruby -> blood boots	1			100					3	bot4,mag	g8r	arc					usetype,crf		50	50	lifesteal			5	6	hp			50	60																																																																										0
craft + Uber ruby -> blood gloves	1			100					3	glv4,mag	g8r	arc					usetype,crf		50	50	lifesteal			5	6	hp			50	60																																																																										0
craft + Uber ruby -> blood shield	1			100					3	shd4,mag	g8r	arc					usetype,crf		50	50	lifesteal			5	6	hp			50	60																																																																										0
craft + Uber ruby -> blood torso	1			100					3	tor4,mag	g8r	arc					usetype,crf		50	50	lifesteal			5	6	hp			50	60																																																																										0
craft + Uber ruby -> blood javelin	1			100					3	jav4,mag	g8r	arc					usetype,crf		50	50	lifesteal			5	6	hp			50	60	pierce			50	50																																																																					0
craft + Uber ruby -> blood weapon	1			100					3	wpn4,mag	g8r	arc					usetype,crf		50	50	lifesteal			5	6	hp			50	60																																																																										0
craft + Uber amethyst -> caster helm	1			100					3	hlm4,mag	g8v	arc					usetype,crf		50	50	cast2			40	50	res-all			17	20	allskills			1	2																																																																					0
craft + Uber amethyst -> caster boots	1			100					3	bot4,mag	g8v	arc					usetype,crf		50	50	cast2			40	50	res-all			17	20	allskills			1	2																																																																					0
craft + Uber amethyst -> caster gloves	1			100					3	glv4,mag	g8v	arc					usetype,crf		50	50	cast2			40	50	res-all			17	20	allskills			1	2																																																																					0
craft + Uber amethyst -> caster belt	1			100					3	blt4,mag	g8v	arc					usetype,crf		50	50	cast2			40	50	res-all			17	20	allskills			1	2																																																																					0
craft + Uber amethyst -> caster shield	1			100					3	shd4,mag	g8v	arc					usetype,crf		50	50	cast2			40	50	res-all			17	20	allskills			2	2																																																																					0
craft + Uber amethyst -> caster torso	1			100					3	tor4,mag	g8v	arc					usetype,crf		50	50	cast2			40	50	res-all			17	20	allskills			1	2																																																																					0
craft + Uber amethyst -> caster casting	1			100					3	orb4,mag	g8v	arc					usetype,crf		50	50	cast2			50	60	mana%			40	50	allskills			2	2																																																																					0
craft + Uber amethyst -> caster casting	1			100					3	wan4,mag	g8v	arc					usetype,crf		50	50	cast2			50	60	res-all			17	20	allskills			2	2																																																																					0
craft + Uber emerald -> safety helm	1			100					3	hlm4,mag	g8g	arc					usetype,crf		50	50	red-dmg%			15	20	res-ltng			40	50																																																																										0
craft + Uber emerald -> safety boots	1			100					3	bot4,mag	g8g	arc					usetype,crf		50	50	red-dmg%			15	20	res-fire			40	50																																																																										0
craft + Uber emerald -> safety gloves	1			100					3	glv4,mag	g8g	arc					usetype,crf		50	50	red-dmg%			15	20	res-cold			40	50																																																																										0
craft + Uber emerald -> safety belt	1			100					3	blt4,mag	g8g	arc					usetype,crf		50	50	red-dmg%			15	20	res-pois			40	50																																																																										0
craft + Uber emerald -> safety shield	1			100					3	shd4,mag	g8g	arc					usetype,crf		50	50	red-dmg%			20	25	block			40	50																																																																										0
craft + Uber emerald -> safety torso	1			100					3	tor4,mag	g8g	arc					usetype,crf		50	50	red-dmg%			20	25	block			40	50																																																																										0
craft + Uber emerald -> safety javelin	1			100					3	jav4,mag	g8g	arc					usetype,crf		50	50	red-dmg%			15	20	vit			40	45	pierce			50	50																																																																					0
craft + Uber emerald -> safety weapon	1			100					3	wpn4,mag	g8g	arc					usetype,crf		50	50	red-dmg%			15	20	vit			40	45																																																																										0
craft + Uber skull -> death helm	1			100					3	hlm4,mag	sk8	arc					usetype,crf		50	50	deadly			12	14	swing2			25	35	heal-kill			80	100																																																																					0
craft + Uber skull -> death boots	1			100					3	bot4,mag	sk8	arc					usetype,crf		50	50	deadly			12	14	swing2			25	35	heal-kill			80	100																																																																					0
craft + Uber skull -> death gloves	1			100					3	glv4,mag	sk8	arc					usetype,crf		50	50	deadly			12	14	swing2			25	35	heal-kill			80	100																																																																					0
craft + Uber skull -> death belt	1			100					3	blt4,mag	sk8	arc					usetype,crf		50	50	deadly			12	14	swing2			25	35	heal-kill			80	100																																																																					0
craft + Uber skull -> death shield	1			100					3	shd4,mag	sk8	arc					usetype,crf		50	50	deadly			12	14	swing2			40	50	block			40	50	abs-mag%			5	5																																																																0
craft + Uber skull -> death torso	1			100					3	tor4,mag	sk8	arc					usetype,crf		50	50	deadly			12	14	swing2			40	50	heal-kill			80	100																																																																					0
craft + Uber skull -> death javelin	1			100					3	jav4,mag	sk8	arc					usetype,crf		50	50	deadly			12	14	swing2			40	50	pierce			50	50																																																																					0
craft + Uber skull -> death weapon	1			100					3	wpn4,mag	sk8	arc					usetype,crf		50	50	deadly			12	14	swing2			40	50																																																																										0
craft + Uber topaz -> elemental helm	1			100					3	hlm4,mag	g8y	arc					usetype,crf		50	50	gold%			90	120	balance1			30	60	move1			30	60																																																																					0
craft + Uber topaz -> elemental shield	1			100					3	shd4,mag	g8y	arc					usetype,crf		50	50	gold%			90	120	balance1			30	60	move1			30	60	block			30	60																																																																0
craft + Uber topaz -> elemental gloves	1			100					3	glv4,mag	g8y	arc					usetype,crf		50	50	gold%			90	120	balance1			30	60	move1			30	60																																																																					0
craft + Uber topaz -> elemental belt	1			100					3	blt4,mag	g8y	arc					usetype,crf		50	50	gold%			90	120	balance1			30	60	move1			30	60																																																																					0
craft + Uber topaz -> elemental boots	1			100					3	bot4,mag	g8y	arc					usetype,crf		50	50	gold%			90	120	balance1			30	60	move1			30	60																																																																					0
craft + Uber topaz -> elemental torso	1			100					3	tor4,mag	g8y	arc					usetype,crf		50	50	gold%			90	120	balance1			30	60	move1			30	60																																																																					0
craft + Uber topaz -> elemental weapon	1			100					3	wpn4,mag	g8y	arc					usetype,crf		50	50	gold%			90	120	balance1			30	60	move1			30	60	allskills			1	1																																																																0
craft + Uber diamond  -> holy helm	1			100					3	hlm4,mag	g8w	arc					usetype,crf		50	50	hpregen/lvl		11			res-mag			35	40																																																																										0
craft + Uber diamond  -> holy boots	1			100					3	bot4,mag	g8w	arc					usetype,crf		50	50	hpregen/lvl		11			res-mag			35	40																																																																										0
craft + Uber diamond  -> holy gloves	1			100					3	glv4,mag	g8w	arc					usetype,crf		50	50	hpregen/lvl		11			res-mag			35	40																																																																										0
craft + Uber diamond  -> holy belt	1			100					3	blt4,mag	g8w	arc					usetype,crf		50	50	hpregen/lvl		11			res-mag			35	40																																																																										0
craft + Uber diamond  -> holy shield	1			100					3	shd4,mag	g8w	arc					usetype,crf		50	50	hpregen/lvl		11			res-mag			35	40																																																																										0
craft + Uber diamond  -> holy torso	1			100					3	tor4,mag	g8w	arc					usetype,crf		50	50	hpregen/lvl		11			res-mag			35	40																																																																										0
craft + Uber diamond  -> holy casting	1			100					3	orb4,mag	g8w	arc					usetype,crf		50	50	cast2			50	60	gold%			100	200	mag%			100	150	move2			40	40																																																																0
craft + Uber diamond  -> holy casting	1			100					3	wan4,mag	g8w	arc					usetype,crf		50	50	cast2			50	60	gold%			100	200	mag%			100	150	move2			40	40																																																																0
craft + Uber diamond  -> holy javelin	1			100					3	jav4,mag	g8w	arc					usetype,crf		50	50	pierce			50	50	res-mag			40	50	dmg-mag			400	525																																																																					0
craft + Uber diamond  -> holy weapon	1			100					3	wpn4,mag	g8w	arc					usetype,crf		50	50	resistcurse			20	25	res-mag			40	50	dmg-mag			400	525																																																																					0
Uber Sapphire Jewel	1			100					4	jew,mag	arc,qty=2	g8b					usetype,crf		50	50	dmg-min			3	4	dmg-max			6	8																																																																										0
Uber Ruby Jewel	1			100					4	jew,mag	arc,qty=2	g8r					usetype,crf		50	50	lifesteal			2	3	hp			20	30																																																																										0
Uber Amethyst Jewel	1			100					4	jew,mag	arc,qty=2	g8v					usetype,crf		50	50	extra-all			2	2																																																																															0
Uber Emerald Jewel	1			100					4	jew,mag	arc,qty=2	g8g					usetype,crf		50	50	red-dmg%			3	5	res-all			4	8																																																																										0
Uber Skull Jewel	1			100					4	jew,mag	arc,qty=2	sk8					usetype,crf		50	50	deadly			4	6	swing2			10	12																																																																										0
Uber Topaz Jewel	1			100					4	jew,mag	arc,qty=2	g8y					usetype,crf		50	50	heal-hit			4	5	castDelayRed%			4	5																																																																										0
Uber Diamond Jewel	1			100					4	jew,mag	arc,qty=2	g8w					usetype,crf		50	50	res-mag			8	12																																																																															0
magic + perfect sapphire -> power	1			100					2	helm,crf,bas	gpb						usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect sapphire -> power	1			100					2	boot,crf,bas	gpb						usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect sapphire -> power	1			100					2	glov,crf,bas	gpb						usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect sapphire -> power	1			100					2	belt,crf,bas	gpb						usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect sapphire -> power	1			100					2	shld,crf,bas	gpb						usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect sapphire -> power	1			100					2	tors,crf,bas	gpb						usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect sapphire -> power	1			100					2	amul,crf	gpb						usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect sapphire -> power	1			100					2	ring,crf	gpb						usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect sapphire -> power	1			100					2	weap,crf,bas	gpb						usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect ruby -> blood	1			100					2	helm,crf,bas	gpr						usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect ruby -> blood	1			100					2	boot,crf,bas	gpr						usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect ruby -> blood	1			100					2	glov,crf,bas	gpr						usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect ruby -> blood	1			100					2	belt,crf,bas	gpr						usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect ruby -> blood	1			100					2	shld,crf,bas	gpr						usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect ruby -> blood	1			100					2	tors,crf,bas	gpr						usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect ruby -> blood	1			100					2	amul,crf	gpr						usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect ruby -> blood	1			100					2	ring,crf	gpr						usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect ruby -> blood	1			100					2	weap,crf,bas	gpr						usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect amethyst -> caster	1			100					2	helm,crf,bas	gpv						usetype,crf		50	50	cast2			10	15	res-all			8	10																																																																										0
magic + perfect amethyst -> caster	1			100					2	boot,crf,bas	gpv						usetype,crf		50	50	cast2			10	15	res-all			8	10																																																																										0
magic + perfect amethyst -> caster	1			100					2	glov,crf,bas	gpv						usetype,crf		50	50	cast2			10	15	res-all			8	10																																																																										0
magic + perfect amethyst -> caster	1			100					2	belt,crf,bas	gpv						usetype,crf		50	50	cast2			10	15	res-all			8	10																																																																										0
magic + perfect amethyst -> caster	1			100					2	shld,crf,bas	gpv						usetype,crf		50	50	cast2			10	15	res-all			8	10	allskills			0	1																																																																					0
magic + perfect amethyst -> caster	1			100					2	tors,crf,bas	gpv						usetype,crf		50	50	cast2			10	15	res-all			8	10																																																																										0
magic + perfect amethyst -> caster	1			100					2	amul,crf	gpv						usetype,crf		50	50	cast2			10	15	res-all			4	6																																																																										0
magic + perfect amethyst -> caster	1			100					2	ring,crf	gpv						usetype,crf		50	50	cast2			10	15	res-all			4	6																																																																										0
magic + perfect amethyst -> caster	1			100					2	ajav,crf,bas	gpv						usetype,crf		50	50	pierce			40	50	res-all			8	10																																																																										0
magic + perfect amethyst -> caster	1			100					2	weap,crf,bas	gpv						usetype,crf		50	50	cast2			20	30	mana%			20	30	allskills			0	1																																																																					0
magic + perfect emerald -> safety	1			100					2	helm,crf,bas	gpg						usetype,crf		50	50	red-dmg%			5	6	res-ltng			15	20																																																																										0
magic + perfect emerald -> safety	1			100					2	boot,crf,bas	gpg						usetype,crf		50	50	red-dmg%			5	6	res-fire			15	20																																																																										0
magic + perfect emerald -> safety	1			100					2	glov,crf,bas	gpg						usetype,crf		50	50	red-dmg%			5	6	res-cold			15	20																																																																										0
magic + perfect emerald -> safety	1			100					2	belt,crf,bas	gpg						usetype,crf		50	50	red-dmg%			5	6	res-pois			15	20																																																																										0
magic + perfect emerald -> safety	1			100					2	shld,crf,bas	gpg						usetype,crf		50	50	red-dmg%			8	10	block			10	20																																																																										0
magic + perfect emerald -> safety	1			100					2	tors,crf,bas	gpg						usetype,crf		50	50	red-dmg%			8	10	block			10	20																																																																										0
magic + perfect emerald -> safety	1			100					2	amul,crf	gpg						usetype,crf		50	50	red-dmg%			5	6	res-pois-len			30	40																																																																										0
magic + perfect emerald -> safety	1			100					2	ring,crf	gpg						usetype,crf		50	50	red-mag			10	15	res-pois-len			30	40	vit			4	6																																																																					0
magic + perfect emerald -> safety	1			100					2	weap,crf,bas	gpg						usetype,crf		50	50	red-dmg%			5	6	vit			10	15																																																																										0
magic + perfect skull -> death	1			100					2	helm,crf,bas	skz						usetype,crf		50	50	deadly			6	7	swing2			10	15	heal-kill			15	25																																																																					0
magic + perfect skull -> death	1			100					2	boot,crf,bas	skz						usetype,crf		50	50	deadly			6	7	swing2			10	15	heal-kill			15	25																																																																					0
magic + perfect skull -> death	1			100					2	glov,crf,bas	skz						usetype,crf		50	50	deadly			6	7	swing2			10	15	heal-kill			15	25																																																																					0
magic + perfect skull -> death	1			100					2	belt,crf,bas	skz						usetype,crf		50	50	deadly			6	7	swing2			10	15	heal-kill			15	25																																																																					0
magic + perfect skull -> death	1			100					2	shld,crf,bas	skz						usetype,crf		50	50	deadly			6	7	swing2			10	15	block			10	20	abs-mag%			2	2																																																																0
magic + perfect skull -> death	1			100					2	tors,crf,bas	skz						usetype,crf		50	50	deadly			6	7	swing2			10	15	heal-kill			15	25																																																																					0
magic + perfect skull -> death	1			100					2	amul,crf	skz						usetype,crf		50	50	deadly			6	7	swing2			10	15	heal-kill			15	25																																																																					0
magic + perfect skull -> death	1			100					2	ring,crf	skz						usetype,crf		50	50	deadly			6	7	swing2			10	15	heal-kill			15	25																																																																					0
magic + perfect skull -> death	1			100					2	weap,crf,bas	skz						usetype,crf		50	50	deadly			6	7	swing2			20	30																																																																										0
magic + perfect topaz -> elemental	1			100					2	helm,crf,bas	gpy						usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20																																																																					0
magic + perfect topaz -> elemental	1			100					2	shld,crf,bas	gpy						usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20	block			10	20																																																																0
magic + perfect topaz -> elemental	1			100					2	glov,crf,bas	gpy						usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20																																																																					0
magic + perfect topaz -> elemental	1			100					2	belt,crf,bas	gpy						usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20																																																																					0
magic + perfect topaz -> elemental	1			100					2	boot,crf,bas	gpy						usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20																																																																					0
magic + perfect topaz -> elemental	1			100					2	tors,crf,bas	gpy						usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20																																																																					0
magic + perfect topaz -> elemental	1			100					2	amul,crf	gpy						usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20																																																																					0
magic + perfect topaz -> elemental	1			100					2	ring,crf	gpy						usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20																																																																					0
magic + perfect topaz -> elemental	1			100					2	weap,crf,bas	gpy						usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20	allskills			1	1																																																																0
magic + perfect diamond  -> holy	1			100					2	helm,crf,bas	gpw						usetype,crf		50	50	hpregen/lvl		5			res-mag			12	16																																																																										0
magic + perfect diamond  -> holy	1			100					2	boot,crf,bas	gpw						usetype,crf		50	50	hpregen/lvl		5			res-mag			12	16																																																																										0
magic + perfect diamond  -> holy	1			100					2	glov,crf,bas	gpw						usetype,crf		50	50	hpregen/lvl		5			res-mag			12	16																																																																										0
magic + perfect diamond  -> holy	1			100					2	belt,crf,bas	gpw						usetype,crf		50	50	hpregen/lvl		5			res-mag			12	16																																																																										0
magic + perfect diamond  -> holy	1			100					2	shld,crf,bas	gpw						usetype,crf		50	50	hpregen/lvl		5			res-mag			12	16	block			10	20																																																																					0
magic + perfect diamond  -> holy	1			100					2	tors,crf,bas	gpw						usetype,crf		50	50	hpregen/lvl		5			res-mag			12	16																																																																										0
magic + perfect diamond  -> holy	1			100					2	amul,crf	gpw						usetype,crf		50	50	rip			1	1	res-mag			12	16	noheal			1	1																																																																					0
magic + perfect diamond  -> holy	1			100					2	ring,crf	gpw						usetype,crf		50	50	nofreeze			1	1	res-mag			12	16	att			50	100																																																																					0
magic + perfect diamond  -> holy	1			100					2	weap,crf,bas	gpw						usetype,crf		50	50	resistcurse			5	10	res-mag			12	16	dmg-mag			100	200																																																																					0
magic + starstone sapphire -> power	1			100					2	helm,crf,exc	g6b						usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone sapphire -> power	1			100					2	boot,crf,exc	g6b						usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone sapphire -> power	1			100					2	glov,crf,exc	g6b						usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
