Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 2 - Tomb Tal 5	70	1	1	13	13	52	200	200	200	200	200	200	4500	2200	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	24	63	89	19	52	80	2250	2500	2750	12	12	14	14	16	16	1	0	8	D1Viper3	scarab4	mummy4	unraveler3	wyrm	vampire1	blunderbore2	sandraider4				D1Viper3	scarab4	mummy4	unraveler3	wyrm	vampire1	blunderbore2	sandraider4			D1Viper3	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider4	wraith4		rat	bat	scorpion		30	30	20						8	18	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 6	71	1	1	13	13	53	200	200	200	200	200	200	4500	2500	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	24	63	89	19	52	80	2250	2500	2750	12	12	14	14	16	16	1	0	8	D1Viper3	scarab4	mummy4	unraveler3	wyrm	vampire1	blunderbore2	sandraider4				D1Viper3	scarab4	mummy4	unraveler3	wyrm	vampire1	blunderbore2	sandraider4			D1Viper3	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider4	wraith4		rat	bat	scorpion		30	30	20						8	18	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 7	72	1	1	13	13	54	200	200	200	200	200	200	4500	2800	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	24	63	89	19	52	80	2250	2500	2750	12	12	14	14	16	16	1	0	8	D1Viper3	scarab4	mummy4	unraveler3	wyrm	vampire1	blunderbore2	sandraider4				D1Viper3	scarab4	mummy4	unraveler3	wyrm	vampire1	blunderbore2	sandraider4			D1Viper3	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider4	wraith4		rat	bat	scorpion		30	30	20						8	18	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Duriel's Lair	73	1	1	13	13	55	32	47	32	47	32	47	4500	3000	0	2	0	0	1	1	1	1	0	1	2	17	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	1	1	0	2025	24	63	89	19	52	80	0	0	0	0	0	0	0	0	0	1	0	1	duryswarm											duryswarm										duryswarm										rat	bat	scorpion	larva	30	30	20	100					0	21	255	Duriel's Lair	To Duriel's Lair	A2L40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 2 - Arcane	74	1	1	11	11	56	200	200	200	200	200	200	5000	1000	0	2	0	0	1	0	1	1	0	1	1	19	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	255	1	1	1	11	2025	22	62	88	18	51	79	1350	1600	1850	8	8	11	11	14	14	1	0	5	wraith3	Desmona Harpy	vampire1	bloodgolemx	claygolemx							wraith3	Desmona Harpy	vampire1	bloodgolemx	claygolemx						wraith3	Desmona Harpy	vampire1																				0	22	255	Arcane Sanctuary	To The Arcane Sanctuary	A2L41	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0	0
Act 3 - Town	75	2	2			57	64	48	64	48	64	48	1000	1000	0	1	1	1	0	0	1	1	0	0	2	20	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	2025	0	0	0	0	0	0	0	0	0							0	0																																													0	23	18	Kurast Docktown	To The Kurast Docktown	A3L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 3 - Jungle 1	76	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	85	84	0	0	0	0	0	0	51	51	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	25	63	90	19	53	81	800	1000	1250	10	10	12	12	15	15	1	5	6	D1Rat3	mosquito1	thornhulk1	fetish2	fetishblow2	crownest4						D1Rat3	mosquito1	thornhulk1	fetish2	fetishblow2	crownest4					baboon3	mosquito1	thornhulk1	fetish2	fetishblow2	foulcrow4	frogdemon1	D1Rat3			snake	parrot			30	30							0	24	19	Spider Forest	To The Spider Forest	A3L2	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0	0
Act 3 - Jungle 2	77	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	26	63	90	20	53	81	800	1000	1250	10	10	12	12	15	15	1	5	7	frogdemon1	frogdemon2	thornhulk2	D1BatDemon5	fetishshaman2	willowisp1	quillbear5					frogdemon1	frogdemon2	thornhulk2	D1BatDemon5	fetishshaman2	willowisp1	quillbear5				frogdemon1	frogdemon2	thornhulk2	zombie4	fetishshaman2	willowisp1	quillrat5	D1BatDemon5			snake	parrot			30	30							0	24	20	Great Marsh	To The Great Marsh	A3L3	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0	0
Act 3 - Jungle 3	78	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	88	86	0	0	0	0	0	0	53	54	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	27	64	90	21	54	82	800	1000	1250	10	10	12	12	15	15	1	5	7	fetish3	fetishshaman3	fetish4	fetishshaman4	vulture3	frogdemon2	fetishblow3					fetish3	fetishshaman3	fetish4	fetishshaman4	vulture3	frogdemon2	fetishblow3				fetish3	fetishshaman3	fetish4	fetishshaman4	vulture3	frogdemon2	fetishblow3				snake	parrot			30	30							0	24	21	Flayer Jungle	To The Flayer Jungle	A3L4	31	43	40	52	43	69	0	0	50	15	45	35	50	25	0	0	0
Act 3 - Kurast 1	79	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	28	64	90	22	54	82	1000	1250	1500	8	8	10	10	12	12	1	0	7	baboon4	sandleaper4	vulture4	zealot1	mosquito2	frogdemon2	D1Rat4					baboon4	sandleaper4	vulture4	zealot1	mosquito2	frogdemon2	D1Rat4				baboon4	sandleaper4	vulture4	zealot1	mosquito2	frogdemon2	D1Rat4				snake	parrot			30	30							0	25	22	Lower Kurast	To Lower Kurast	A3L5	31	76	40	42	43	69	0	0	33	15	35	40	40	15	0	0	0
Act 3 - Kurast 2	80	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	92	92	94	95	0	0	0	0	57	57	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	28	64	90	23	55	83	1000	1250	1500	8	8	10	10	12	12	1	0	5	thornhulk3	swarm4	zealot2	cantor1	frogdemon3							thornhulk3	swarm4	zealot2	cantor1	frogdemon3						thornhulk3	swarm4	zealot2	cantor1	frogdemon3						snake	parrot			30	30							0	25	23	Kurast Bazaar	To The Kurast Bazaar	A3L6	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Kurast 3	81	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	92	92	96	97	0	0	0	0	57	57	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	28	64	90	23	56	83	1000	1250	1500	8	8	10	10	12	12	1	0	6	vulture4	zealot3	cantor2	thornhulk3	baboon5	D1Rat5						vulture4	zealot3	cantor2	thornhulk3	baboon5	D1Rat5					vulture4	zealot3	cantor2	thornhulk3	baboon5	D1Rat5					snake	parrot			30	30							0	25	24	Upper Kurast	To Upper Kurast	A3L7	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Kurast 4	82	2	2			57	48	16	48	16	48	16	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	98	99	0	0	0	0	-1	-1	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	28	64	90	24	56	84	2000	2000	2000	0	0	0	0	0	0	0	0	6	baboon5	cr_archer5	cr_lancer5	zealot3	D1Rat5	D1Hidden5						baboon5	cr_archer5	cr_lancer5	zealot3	D1Rat5	D1Hidden5					baboon5	cr_archer5	cr_lancer5	zealot3	D1Rat5	D1Hidden5					snake	parrot			30	30							0	8	255	Kurast Causeway	To The Kurast Causeway	A3L8	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Travincal	83	2	2			57	64	64	64	64	64	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	100	176	0	0	0	0	0	0	64	61	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	29	65	90	24	57	84	1000	1250	1500	6	6	8	8	10	10	1	0	4	cantor3	thornhulk4	vampire2	zealot3								cantor3	thornhulk4	vampire2	zealot3							cantor3	thornhulk4	vampire2								snake	parrot			30	30							0	25	25	Travincal	To Travincal	A3L9	31	61	40	42	69	62	0	0	33	25	50	33	33	35	0	0	0
Act 3 - Spider 1	84	2	2			58	200	200	200	200	200	200	1500	1000	0	1	0	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	100	26	63	90	20	53	81	2000	2500	3000	3	3	4	4	6	6	1	0	5	arach3	arach3	batdemon2	sandmaggot4	swarm3							arach3	arach3	batdemon2	sandmaggot4	swarm3						arach3	arach3	batdemon2	sandmaggot4	swarm3						minispider				30								0	29	255	Spider Cave	To The Spider Cave	A3L10	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	0
Act 3 - Spider 2	85	2	2			59	200	200	200	200	200	200	1500	1300	0	1	0	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	138	76	0	0	0	0	0	0	51	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	100	26	63	90	20	53	81	2000	2500	3000	3	3	4	4	6	6	1	0	5	arach3	arach3	batdemon2	sandmaggot4	swarm3							arach3	arach3	batdemon2	sandmaggot4	swarm3						arach3	arach3	batdemon2	sandmaggot4	swarm3						minispider				30								0	29	255	Spider Cavern	To The Spider Cavern	A3L11	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	0
Act 3 - Dungeon 1 A	86	2	2			60	200	200	200	200	200	200	2000	1000	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	87	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	29	63	90	23	56	82	1500	1800	2200	6	6	7	7	8	8	1	0	5	mummy4	bonefetish3	batdemon3	willowisp1	D1Succubus3							mummy4	bonefetish3	batdemon2	willowisp1	D1Succubus3						mummy4	bonefetish3	batdemon2	willowisp1	D1Succubus3						rat				30								0	27	255	Swampy Pit Level 1	To The Swampy Pit Level 1	A3L12	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 1 B	87	2	2			61	200	200	200	200	200	200	2000	1300	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	90	86	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	28	63	90	23	56	82	1500	1800	2200	6	6	7	7	8	8	1	0	5	bonefetish4	zombie4	mosquito2	willowisp1	D1Succubus3							bonefetish4	zombie4	batdemon2	willowisp1	D1Succubus3						bonefetish4	zombie4	batdemon2	willowisp1	D1Succubus3						rat				30								0	27	255	Swampy Pit Level 2	To The Swampy Pit Level 2	A3L13	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 A	88	2	2			62	200	200	200	200	200	200	2000	1600	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	89	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	28	64	90	22	55	82	1250	1500	1750	12	12	14	14	16	16	1	0	8	fetish3	fetishshaman3	batdemon3	wraith5	fetishblow3	bonefetish3	mosquito2	D1Succubus3				fetish3	fetishshaman3	batdemon3	wraith5	fetishblow3	bonefetish3	mosquito2	D1Succubus3			fetish3	fetishshaman3	batdemon3	wraith5	fetishblow3	bonefetish3	D1Succubus3				rat				30								0	27	255	Flayer Dungeon Level 1	To The Flayer Dungeon Level 1	A3L14	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 B	89	2	2			63	200	200	200	200	200	200	2000	1900	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	91	88	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	28	64	90	22	55	82	1250	1500	1750	15	15	17	17	19	19	1	0	8	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow4	bonefetish4	willowisp1	D1Succubus3				fetish4	fetishshaman4	batdemon3	wraith5	fetishblow4	bonefetish4	willowisp1	D1Succubus3			fetish4	fetishshaman4	batdemon3	wraith5	fetishblow4	bonefetish4	willowisp1	D1Succubus3			rat				30								0	27	255	Flayer Dungeon Level 2	To The Flayer Dungeon Level 2	A3L15	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 1 Treasure	90	2	2			64	40	40	40	40	40	40	2000	2200	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	87	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	29	63	90	23	56	82	1800	2000	2500	0	0	0	0	0	0	1	0	5	bonefetish4	fetishblow4	fetish4	willowisp1	D1Succubus3							bonefetish4	fetishblow4	fetish4	willowisp1	D1Succubus3						bonefetish4	fetishblow4	willowisp1	D1Succubus3							rat				30								0	27	255	Swampy Pit Level 3	To The Swampy Pit Level 3	A3L16	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 Treasure	91	2	2			65	40	40	40	40	40	40	2000	2340	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	140	89	0	0	0	0	0	0	23	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	28	64	90	23	55	82	1250	1500	1750	0	0	0	0	0	0	1	0	5	batdemon3	wraith5	bonefetish4	fetishshaman4	D1Succubus3							batdemon3	wraith5	bonefetish4	fetishshaman4	D1Succubus3						fetishshaman4	batdemon3	bonefetish3	D1Succubus3							rat				30								0	27	255	Flayer Dungeon Level 3	To The Flayer Dungeon Level 3	A3L17	66	67	62	64	72	0	0	0	80	55	35	35	35	0	0	0	0
Act 3 - Sewer 1	92	2	2			66	200	200	200	200	200	200	2500	1000	0	1	0	0	0	1	1	1	0	1	1	25	-1	-1	-1	-1	80	80	81	81	93	0	0	0	58	59	58	59	60	-1	-1	-1	0	255	255	255	0	0	1	0	1000	28	67	90	23	56	83	2250	2500	2750	12	12	14	14	16	16	1	0	6	frogdemon3	mosquito3	batdemon4	arach5	mummy5	D1StormDemon2						frogdemon3	mosquito3	batdemon4	arach5	mummy4	D1StormDemon2					frogdemon3	mosquito3	mummy4	arach5	mummy4	clawviper5	D1StormDemon2				rat	rat			100	100							0	26	255	Sewers Level 1	To The Sewers Level 1	A3L18	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	0
Act 3 - Sewer 2	93	2	2			67	18	22	18	22	18	22	2500	1300	0	1	0	0	0	1	1	1	0	1	2	25	-1	-1	-1	-1	92	0	0	0	0	0	0	0	58	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	500	28	67	90	23	56	83	4000	4000	4000	5	5	5	5	5	5	1	0	5	frogdemon3	D1StormDemon2	vampire2	D1Shredded5	clawviper5							frogdemon3	D1StormDemon2	vampire2	D1Shredded5	clawviper5						frogdemon3	D1StormDemon2	vampire2	D1Shredded5	clawviper5						rat	rat			100	100							0	8	255	LeviathanPool	ToTheLeviathanPool	A3L19	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	0
Act 3 - Temple 1	94	2	2			68	24	24	24	24	24	24	3000	1000	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	170	0	0	0	0	0	62	63	61	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	200	28	67	90	23	56	83	2500	2750	3000	1	1	2	2	3	3	1	0	7	brute5	corruptrogue5	arach5	vampire2	D1Arachnon5	D1StormDemon2	D1Shredded5					brute5	corruptrogue5	arach5	vampire2	D1Arachnon5	D1StormDemon2	D1Shredded5				corruptrogue5	D1Arachnon5	D1StormDemon2	D1Shredded5							rat				30								0	4	255	Ruined Temple	To The Ruined Temple	A3L20	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 2	95	2	2			69	24	24	24	24	24	24	3000	1124	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	200	28	67	90	23	56	83	2500	2750	3000	1	1	2	2	3	3	1	0	7	brute5	corruptrogue5	arach5	vampire2	D1Arachnon5	D1StormDemon2	D1Shredded5					brute5	corruptrogue5	arach5	vampire2	D1Arachnon5	D1StormDemon2	D1Shredded5				brute5	D1Arachnon5	D1StormDemon2	D1Shredded5							rat				30								0	4	255	Disused Fane	To The Disused Fane	A3L21	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 3	96	2	2			70	24	24	24	24	24	24	3000	1248	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	173	0	0	0	0	0	62	63	61	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	200	28	67	90	23	56	83	2500	2750	3000	1	1	2	2	3	3	1	0	5	clawviper5	scarab5	batdemon4	cr_archer5	D1StormDemon2							clawviper5	scarab5	batdemon4	cr_archer5	D1StormDemon2						cr_archer5	D1StormDemon2									rat				30								0	4	255	Forgotten Reliquary	To The Forgotten Reliquary	A3L22	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 4	97	2	2			71	24	24	24	24	24	24	3000	1372	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	200	28	67	90	23	56	83	2500	2750	3000	1	1	2	2	3	3	1	0	7	brute5	corruptrogue5	arach5	vampire2	D1Arachnon5	D1StormDemon2	D1Shredded5					brute5	corruptrogue5	arach5	vampire2	D1Arachnon5	D1StormDemon2	D1Shredded5				scarab5	D1Arachnon5	D1StormDemon2	D1Shredded5							rat				30								0	4	255	Forgotten Temple	To The Forgotten Temple	A3L23	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 5	98	2	2			72	24	24	24	24	24	24	3000	1496	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	200	29	67	90	23	56	83	2500	2750	3000	1	1	2	2	3	3	1	0	5	clawviper5	scarab5	batdemon4	cr_archer5	D1StormDemon2							clawviper5	scarab5	batdemon4	cr_archer5	D1StormDemon2						vampire2	D1StormDemon2									rat				30								0	4	255	Ruined Fane	To The Ruined Fane	A3L24	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 6	99	2	2			73	24	24	24	24	24	24	3000	1620	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	200	29	67	90	23	56	83	2500	2750	3000	1	1	2	2	3	3	1	0	5	clawviper5	scarab5	batdemon4	cr_archer5	D1StormDemon2							clawviper5	scarab5	batdemon4	cr_archer5	D1StormDemon2						clawviper5	D1StormDemon2									rat				30								0	4	255	Disused Reliquary	To The Disused Reliquary	A3L25	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Mephisto 1	100	2	2	21	21	74	200	200	200	200	200	200	3500	1000	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	101	101	83	83	0	0	0	0	67	68	65	66	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	31	68	91	25	58	85	1000	1250	1500	18	18	20	20	22	22	1	0	7	mummy5	vampire3	thornhulk4	bonefetish5	cantor3	willowisp2	curstguard					mummy5	vampire3	thornhulk4	bonefetish5	cantor3	willowisp2	curstguard				mummy5	vampire3	thornhulk4	bonefetish5	cantor3	willowisp2					bat				30								0	28	255	Durance of Hate Level 1	To The Durance of Hate Level 1	A3L26	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 3 - Mephisto 2	101	2	2	21	21	75	200	200	200	200	200	200	3500	1300	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	142	142	100	100	0	0	0	0	67	68	65	66	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	31	68	91	25	58	85	1000	1250	1500	18	18	20	20	22	22	1	0	7	mummy5	vampire4	blunderbore3	bonefetish5	cantor4	unraveler4	D1Viper4					mummy5	vampire4	blunderbore3	bonefetish5	cantor4	unraveler4	D1Viper4				mummy5	vampire4	blunderbore3	bonefetish5	cantor4	unraveler4	D1Viper4				bat				30								0	28	26	Durance of Hate Level 2	To The Durance of Hate Level 2	A3L27	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 3 - Mephisto 3	102	2	2	21	21	76	41	29	41	29	41	29	3500	1900	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	1	1	0	3800	32	68	91	26	58	85	0	0	0	0	0	0	0	0	0	1	0	1	mephmorlu											mephmorlu										mephmorlu										bat				30								0	30	255	Durance of Hate Level 3	To The Durance of Hate Level 3	A3L28	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 4 - Town	103	3	3			77	32	24	32	24	32	24	1000	1000	0	1	0	0	0	0	1	1	0	0	2	26	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	140	255	255	255	0	1	0	0	2025	0	0	0	0	0	0	0	0	0							0	0																																													0	31	27	The Pandemonium Fortress	To The Pandemonium Fortress	A4L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 4 - Mesa 1	104	3	3			77	80	64	80	64	80	64	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	0	1	0	2025	34	72	91	27	59	86	1200	1400	1600	8	8	10	10	12	12	1	0	8	sandleaper5	vilemother1	regurgitator1	doomknight1	megademon1	vampire4	fallenshaman5	D1Advocate2				sandleaper5	vilemother1	regurgitator1	doomknight1	megademon1	fallenshaman5	D1Advocate2				sandleaper5	vilemother1	regurgitator1	doomknight1	megademon1	fallenshaman5	D1Advocate2																0	32	255	Outer Steppes	To The Outer Steppes	A4L2	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	0
Act 4 - Mesa 2	105	3	3			77	64	80	64	80	64	80	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	178	0	0	0	0	0	0	-1	69	-1	-1	-1	-1	-1	-1	80	255	255	255	0	0	1	0	1000	36	73	91	28	60	87	1200	1400	1600	8	8	10	10	12	12	1	0	8	willowisp3	vilemother1	fingermage1	regurgitator1	doomknight1	megademon1	mosquito4	D1Advocate2				willowisp3	vilemother1	fingermage1	regurgitator1	doomknight1	megademon1	mosquito4	D1Advocate2			willowisp3	vilemother1	fingermage1	regurgitator1	doomknight1	megademon2	mosquito4	D1Advocate2															0	32	28	Plains of Despair	To The Plains of Despair	A4L3	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	0
Act 4 - Mesa 3	106	3	3			77	80	64	80	64	80	64	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	107	0	0	0	0	0	0	-1	69	-1	-1	-1	-1	-1	-1	40	255	255	255	0	0	1	0	1000	37	74	91	29	61	88	1400	1700	2000	8	8	10	10	12	12	1	0	8	D1Scavenger5	batdemon5	vilemother2	fingermage2	regurgitator2	doomknight2	megademon2	D1Advocate2				D1Scavenger5	batdemon5	vilemother2	fingermage2	regurgitator2	doomknight2	megademon2	D1Advocate2			bighead5	batdemon5	vilemother2	fingermage2	regurgitator2	doomknight2	megademon2	D1Scavenger5	D1Advocate2														0	32	29	City of the Damned	To The City of the Damned	A4L4	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	0
