missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
trapnova	678	1	10	1																																																	26	26		-1000	17				255	255	255	0	0	0	ElectricNova	1024	13	16					3			1				1	3				1												1	1			1						4		0																															skill('Attack'.clc4)*400					64	16			sorceress_nova			lightning																0
mephfrostnova	679	1	10	1																																																	24	24		-1000	14				81	81	255	0	0	0	FrostNova	1024	14	16					3			1		1		1	4				1												1	1			1					MephFrostNova	4																																						48	16			sorceress_frostnova			ice_explode																0
mephlight	680	8	10	1																	3	Subloops																															30	30			25		4		255	255	255	2	0	2	null	1024	2	16					3	1		1		1			5				2											1					1					PrimeLightning			0																																					1			monster_lightning_1			lightning									lightninghit							0
vampiremeteorfire	681	5		5		3																																											19	softhit chance (128)							90		3	2	255	178	64	0	0	1	groundFireMedium	1024	37	16		1	12	36	3				1		1						2	1	12							1							1								0																		fire	1						1						skill('VampireMeteor'.clc4) *256/25 *70					32	1		41	object_fire_loop_magic																			0
strafearrow	682	1		1																																																	24	24			36				255	255	255	1	0	0	Arrow	1024	1	16					3	1		1		1							1				1							1	1	1					1				4		8		96																																		10	32			amazon_multi_arrow_1																			0
strafebolt	683	1		1																																																	24	24			36				255	255	255	1	0	0	XBowBolt	1024	1	16					3	1		1		1							1				1							1	1	1					1				4		8		96																																		10	32			weapon_xbow_1																			0
glacialspike2	684	1	14	1	13																												4	damage radius (0 = skill)	100	freeze length (0 = skill)																	20	20			50		5		81	81	255	1	0	1	GlacialSpike	1024	6	16					3	1		1		1		1	4				1											1	1	1			1					Glacial Impale	5	2																			cold														50					16			sorceress_glacialspike_1	sorceress_iceblast_impact_1														freezingarrowexp1	freezingarrowexp2			0
tentaclegoo2	685	1		1																																																	30	24			32		2		64	255	64	8	0	1	FrogPoisonMissile	1024	7	16					3	1		1		1							1					1						1	1	1		50	1						4		8		128																																		176	16			tentaclehead_missile_1				amphibianexplode															0
bigtornado	686	1		27					0	damage freq (0 = look at skill)	0	radius (0 = look at skill)																																									22	22			42				255	255	255	0	0	1	expansion\tornado	1024	40	16		1	12	36	3			1		1		1	25				1									1		1	1	1		1	1					BigTornado	5	2																																					32	1			druid_tornado	sorceress_blizzard_impact_1																		0
diablobreath	687	1	32	1	31																																				1	radius	2	density									24	24			50		8		255	178	64	1	0	1	VampireMissile	1024	19	16					3	1		1		1		1	4				1			1	1	1			1	1		1	1	1		100	1								0																		fire	256						475						skill('DiabloBreath'.clc4)*140						16			monster_fireball	sorceress_fireball_impact_1		vampiresteal												explodingarrowexp	fireexplosion2			0
primeteeth	688	1		1																																																	20	20			50		3		255	255	255	1	0	1	teethMissile	1024	30	16		1		15	3	1		1		1		1	4				1								1	1		1	1	1			1					PrimeTeeth	4																																							32			necromancer_teeth_1	paladin_holybolt_impact_1			teethexplode															0
skmagecolda	689	1		1																																																	22	22			45		2		255	255	255	2	0	1	Icebolt	1024	6	16					3	1		1		1		1	4				1											1	1	1			1						4		8		128																cold																			16			monster_icebolt_1				iceexplode															0
multiiceblast	690	1		1		4			4	Radius																																											22	22			45		7		81	81	255	1	0	1	IceBlast	1024	5	16					3	1		1		1		1	4				1								1	1		1	1	1		100	1						4		0																		cold	256						313						skill('MultiIce'.clc4)*200	50					16			sorceress_icebolt_1	sorceress_iceblast_impact_1			freezingarrowexp1															0
multiunholy	691	1		1																																																	24	24			50		5		0	0	0	1	0	1	UnholyBolt	1024	16	16					3			1		1		1	4				1								1	1		1	1	1			2		1				4		0																		mag	256						320						skill('Multiunholy'.clc4)*100						1			greatermummy_unholybolt_1																			0
multiblade	692	1		1																																																	24	24			40				0	0	0	1	1	1	Expansion\bladefury_B	1024	7	32					3					1		1	4				1				1	1			1	1		1	1	1					1				4		0					128						256						skill('Multiblade'.clc4)*70	stam	128						256						skill('Multiblade'.clc4)*100					10	1			assassin_bladefury_throw_1	assassin_bladefury_hit														bladefragment2				0
multilit	693	1	10	1		12																																									dl12	convert to elemental%	100	base conversion	0	conversion/lvl	30	30			35		6		255	255	255	0	0	1	LightningJavelin	1024	5	16					3			1		1		1	4				2								1	1		1	1	1			1	1	1				4		0																		ltng	256						768						skill('Multilit'.clc4)*150					64	16			amazon_lightning_1			lightning																0
redportalx	694	1		38					59		1		3		0																																																																																																																																																											0
redportal39	695	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	39	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1						1					1								8																																				64	1																						0
townportal	696	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	0	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1						1					1								8																																				64	1																						0
portal1	697	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	1	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1						1					1								8																																				64	1																						0
portal2	698	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	40	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1						1					1								8																																				64	1																						0
portal3	699	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	75	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1						1					1								8																																				64	1																						0
portal4	700	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	160	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1						1					1								8																																				64	1																						0
portal5	701	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	109	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1						1					1								8																																				64	1																						0
portal6	702	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	158	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
mithiaportal	703	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	102	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
dragonportal	704	1		38					60	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	162	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
juggernautportal	705	1		38					60	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	163	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
ardualportal	706	1		38					60	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	164	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
sszakportal	707	1		38					60	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	165	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
chimeraportal	708	1		38					60	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	166	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
juggernautkill	709	1	44	1	36																																																0	0			50				255	255	255	1	0	1	expansion\caltrops	1024	8	16		1		7	6			1									1					1	1			1															8																																					32											juggernautportal							juggernautportal				0
ardualkill	710	1	44	1	36																																																0	0			50				255	255	255	1	0	1	expansion\caltrops	1024	8	16		1		7	6			1									1					1	1			1															8																																					32											ardualportal							ardualportal				0
sszakkill	711	1	44	1	36																																																0	0			50				255	255	255	1	0	1	expansion\caltrops	1024	8	16		1		7	6			1									1					1	1			1															8																																					32											sszakportal							sszakportal				0
chimerakill	712	1	44	1	36																																																0	0			50				255	255	255	1	0	1	expansion\caltrops	1024	8	16		1		7	6			1									1					1	1			1															8																																					32											chimeraportal							chimeraportal				0
mithiakill	713	1	44	1	36																																																0	0			50				255	255	255	1	0	1	expansion\caltrops	1024	8	16		1		7	6			1									1					1	1			1															8																																					32											mithiaportal							mithiaportal				0
dragonkill	714	1	44	1	36																																																0	0			50				255	255	255	1	0	1	expansion\caltrops	1024	8	16		1		7	6			1									1					1	1			1															8																																					32											dragonportal							dragonportal				0
portal7	715	1		38					60	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	179	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
shenkkill	716	1	44	1	36																																																0	0			50				255	255	255	1	0	1	expansion\caltrops	1024	8	16		1		7	6			1									1					1	1			1															8																																					32											portal7							portal7				0
shadowportal1	717	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	186	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
shadowportal2	718	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	187	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
shadowportal3	719	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	188	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
shadowportal4	720	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	189	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
shadowportal5	721	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	190	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
shadowportal6	722	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	191	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
shadowmissile	723	24		17	32				40	Fade frames	2	Lightning delay	17	radius	186	destination level	25	portal delay			40	Fade frames	2	Lightning delay	17	radius	4		59																												300				255	255	255	0	0	1	null	1024	2	16							1													1		1						1					1								8																																				64	1								shadowsky							shadowbolt	shadowground						0
shadowsky	724	1		1																																																					5				255	255	255	0	0	1	null	1024	2	16					3	1	1										2			1		1						1					1								8																		ltng	1						6											64	1																						0
shadowground	725	8		1																	3	Subloops																															20	20			30				255	255	255	0	0	1	null	1024	2	16																						1						1					1								8																																				64	1															lightninghit							0
shadowbolt	726	1		1																	280	drop height	70	drop speed																																	9		10		255	255	255	0	0	1	LightningboltBig	1024	8	16					3					1							3					1						1	1	1			1						4																																							1			amazon_lightning_1																			0
poisonspraybolt	727	1	10	1																																																	12	12			44		3	4	255	255	255	1	3	1	AndarielSpell	1024	24	16					3			1		1							3									1		1		1			1		1			Disease Spray	4		8																																					16			andariel_cast_small																			0
firespray	728	1	10	1																																																	8	8			30		7		255	178	64	1	3	1	Firebolt	1024	5	16					3	1		1		1							1									1		1	1	1			1						4		8																																					16			sorceress_firebolt_1	sorceress_firebolt_impact_1			fireexplode															0
coldspray	729	1	10	1																																																	8	8			30		7		81	81	255	1	3	1	Icebolt	1024	6	16					3	1		1		1							1											1	1	1			1						4		8																																					16			sorceress_icebolt_1	impact_cold_1			iceexplode															0
necrocloud	730	4		3					2	Slow drift speed, fourths.	4	Fast drift speed, fourths.									8	spawn rate	1	number	6	radius																															25				255	255	255	0	0	1	PoisonSparks	1024	31	32		1	10	19	3			1	1	1	1						2											1	1	1			1					Poison Bolt	4		8																																					8			object_poison_loop												poisonpuff							0
chargedwave	731	1	10	1																																																	16	16			60		3	4	255	255	255	1	0	1	ChargedBolt	1024	10	16		1	2	8	3	1		1		1		1	3				1									1		1	1	1			1		1			ThunderWave	4																																						64	16			sorceress_chargedbolt_1			lightning																0
poisonwave	732	1	10	1																																																	16	16			60		3	4	255	255	255	1	3	1	AndarielSpell	1024	24	16					3	1		1		1		1	3				1									1		1	1	1			1		1			PoisonWave	4																																							16			andariel_cast_small																			0
firewave	733	1	10	1																																																	22	22			60		7		255	178	64	1	3	1	Firebolt	1024	5	16					3	1		1		1		1	3				1									1		1	1	1			1		1			FlameWave	4																																							16			sorceress_firebolt_1	sorceress_firebolt_impact_1			fireexplode															0
coldwave	734	1	10	1																																																	28	28			60		7		81	81	255	1	0	1	Icebolt	1024	6	16					3	1		1		1		1	3				1									1		1	1	1			1		1			IceWave	4																																							16			sorceress_icebolt_1	impact_cold_1			iceexplode															0
infernopois1	735	1		1					8	Mana Use, 16ths.	20	Minimum range																																									12	12			20		3	4	255	255	255	1	0	0	AndarielSpell	1024	15	16					3			1									1									1		1					1					PoisonInferno	4																																						32	1			andariel_cast_small																			0
infernopois2	736	1		1					8	Mana Use, 16ths.	20	Minimum range																																									12	12			20		3	4	255	255	255	1	0	0	AndarielSpell	1024	24	16					3			1									1									1		1					1					PoisonInferno	4																																						32	1			andariel_cast_small																			0
infernolit1	737	1		1					8	Mana Use, 16ths.	20	Minimum range																																									12	12			20		3	4	255	255	255	1	0	0	ChargedBolt	1024	10	16		1	2	8	3			1				1	1				1									1		1					1					LightningInferno	4																																						32	16		41	sorceress_chargedbolt_1																			0
infernolit2	738	1		1					8	Mana Use, 16ths.	20	Minimum range																																									12	12			20		3	4	255	255	255	1	0	0	ChargedBolt	1024	10	16		1	2	8	3			1				1	1				1									1		1					1					LightningInferno	4																																						32	16		41	sorceress_chargedbolt_1																			0
fireorb	739	19	30	15	29				1	frequency	19	direction increment									1	frequency	19	direction increment									4	increment							4	increment											11	11			30		8		255	178	64	1	0	1	VampireMissile	1024	19	16					3			1		1							1					1				1			1	1			1						4		8																																					1								fireorbbolt			fireorbnova				fireorbbolt			fireorbnova				0
fireorbbolt	740	1		1																																																	18	18			25		7		255	178	64	0	0	1	Firebolt	1024	5	16					3	1		1		1		1	5				1									1			1	1			1					HellOrb	4		8																																					16			imp_missile_1																			0
fireorbnova	741	20		16					6	frames	2	frequency									6	frames	2	frequency																													24	24			20		7		255	178	64	0	0	1	Firebolt	1024	5	16					3	1		1		1		1	5				1									1			1	1			1					HellOrb	4		8																																					16																						0
spiritorb	742	19	30	15	29				1	frequency	19	direction increment									1	frequency	19	direction increment									4	increment							4	increment											12	12			40		6		255	255	255	1	0	1	BoneSpirit	1024	8	16					3			1		1							1					1				1			1	1			1						4		8																																					1								spiritorbbolt			spiritorbnova				spiritorbbolt			spiritorbnova				0
spiritorbbolt	743	1		1																																																	18	18			25		3		255	255	255	0	0	1	teethMissile	1024	30	16		1		15	3	1		1		1		1	7				1									1			1	1			1		1			SoulOrb	4		8																																					16			necromancer_bonespirit_1																			0
spiritorbnova	744	20		16					6	frames	2	frequency									6	frames	2	frequency																													24	24			20		3		255	255	255	0	0	1	teethMissile	1024	30	16		1		15	3	1		1		1		1	7				1									1			1	1			1					SoulOrb	4		8																																					16																						0
icefury	745	1	25	1	20																												0	range (0=skill)	0	max (0 = skill)					0	range (0=skill)	0	max (0 = skill)									25	25			30		7		81	81	255	1	0	1	GlacialSpike	1024	6	16					3	1		1		1							2									1		1	1	1			1	1	1			Lightning Fury	4																																						64	16			amazon_coldarrow_1								furyice							furyice				0
furyice	746	1		1																																																	20	20			25		7		81	81	255	1	0	1	IceBlast	1024	5	16					3			1		1							2											1	1	1			1					Lightning Fury	4				-1																																		64	32			sorceress_icebolt_1																			0
firefury	747	1	25	1	20																												0	range (0=skill)	0	max (0 = skill)					0	range (0=skill)	0	max (0 = skill)									25	25			30		8		255	178	64	1	0	1	VampireMissile	1024	19	16					3	1		1		1							2									1		1	1	1			1	1	1			Lightning Fury	4																																						64	16			amazon_firearrow_1								furyfire							furyfire				0
furyfire	748	1		1																																																	20	20			25		8		255	178	64	1	0	1	VampireMissile	1024	19	16					3			1		1							2											1	1	1			1					Lightning Fury	4				-1																																		64	32			sorceress_firebolt_1																			0
venomballmiss	749	3		2			0	#subloops											0	#subloops																																	16	16			50				255	255	266	0	0	0	PoisonLeft	1024	12	16					3	1		1		1							1			1	1					1		1	1	1				1	1			VenomBall	4																																						6	32			andariel_cast_small					venomballmisscloud							venomballmisscloud							0
venomjave	750	3	2	3	2																												1	ring 2 density	2	ring 1 density	3	subloops			1	ring 2 density	2	ring 1 density	3	subloops							25	25			35		4		128	255	128	0	0	0	Javelin	1024	1	16					3	1		1		1							1				1	1						1	1	1		100		1	1			AndyJave	4																																						6	32			weapon_throw_1	explosion_large_1				andyjavecloud			andyjavecloud				andyjavecloud			andyjavecloud				0
fistofdoomdelay	751	1	26	1	22																												0	range (0 = skill)	0	max bolts (0 = skill)					0	range (0 = skill)	0	max bolts (0 = skill)													10				0	0	0	0	0	0	null	1024	2	16												1	5									1	1			1				1								FistofDoom	4		0																																					1			paladin_handofgod_bolt								fistofdoombolt							fistofdoombolt				0
fistofdoombolt	752	1	9	1	7																												0	heals allies?	0	0 = all, 1 = undead, 2 = demons					0	heals allies?	0	0 = all, 1 = undead, 2 = demons									12	12			50		5		0	0	0	1	2	1	UnholyBolt	1024	16	16					3	1		1				1	5				1											1	1	1			2					FistofDoom	4		0																																					1			greatermummy_unholybolt_1				teethexplode											teethexplode				0
arcaneportal	753	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	194	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
druidportal	754	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	37	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
ankhegportal	755	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	195	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
lazarusportal	756	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	108	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
gargportal	757	1		38					59	Object Id	0	Arg9 - Fixed pos, use 0 for random placement	196	Destination Level - 0 = Town	0	Allowed on level - 0 for all																																									1				255	255	255	0	0	1	null	1024	2	16							1													1		1				1		1					1								8																																				64	1																						0
vampbeam	758	1	44	1	36																																																48	48			8				255	255	255	1	0	2	null	1024	2	16					3			1									1					1				1							1						4		8																																					32											vampcrosscenter							vampcrosscenter				0
vampcircle	759	1	44	1	36																																																48	48			4				255	255	255	1	0	2	null	1024	2	16					3			1									1					1				1							1						4		8																																					32											vampflame							vampflame				0
vampcrosscenter	760	19		15					1	frequency	16	increment									1	frequency	16	increment																																	4				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1			1	1			1	1			1						4		8																																					1								vampcrosswave							vampcrosswave							0
vampcrosswave	761	8		15					1	frequency of lightning tiles	19	increment of tiles									3	Subloops																															48	48			4				255	255	255	0	0	2	null	1024	2	16					3			1		1							1									1							1						4																																						64	1								vampflame							vampflame							0
vampflame	762	1		1																																																					125		4		255	0	255	0	0	2	GroundFirePurple	1024	37	16		1	12	36	3					1		1	35				2									1			1	1	1		1					VampiricIcon	4		8																																				32	4				druidraven_attack_1																		0
vampiricspawner	763	19	30	15	29				100	frequency	30	increment									100	frequency	30	increment									2	increment							2	increment															5				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1			1	1			1	1			1						4		8																																					1								vampbeam			vampcircle				vampbeam			vampcircle				0
searingexplode	764	1																																																							6				255	192	64	0	0	0	GreenFlash	1024	6	16						1	1										1						1		1				1	1		100	1					SearingOrb	5	2	8		128																stun														75					1																						0
searingorb	765	19		1	1																1	delay between trail missiles	10	increment									4	damage radius																			20	20			75		7		255	192	64	1	0	1	GreenFlare	1024	25	16		1	4	5	6			1									1					1				1			1	1		100	1					SearingOrb	5	2	8		128																stun														75					16			sorceress_fireball_1	compellingorb_death			searingexplode								searingtrailsparks							0
searingtrailsparks	766	1		1																																																					26		3		255	192	64	0	0	0	GreenExplode	1024	13	8																							1		1								1																										stun														75					1																						0
mindflaybolt	767	8	51	1	45																3	Subloops											18	bolts	1	random path					18	bolts	1	random path									42	42			20	2	4	4	255	0	128	0	0	1	VioletLightning	1024	8	16					3	1		1		1							1					1				1			1	1			1					MindFlay	4		8																																				64	32				paladin_redeemed_soul		steallife	mindflayelectro				mindflayelectro				zappertron			mindflayelectro				0
mindflayelectro	768	8		1																	3	Subloops																															42	42			12		3	4	255	0	128	0	0	1	VioletLightning	1024	8	16					3	1		1		1		1	5				1					1				1			1	1			1					MindFlay	4		8																																				64	32				paladin_redeemed_soul		steallife									zappertron							0
zappertron	769	1	10	1																			16	Z Range																																	12		3	4	255	0	255	0	0	1	VioletLightning	1024	8	16		1		7													1																1								8																																				64	32						steallife																0
celestialbolttiles	770	19	30	15	29				1	frequency of lightning hitter	19	increment									1	frequency of lightning hitter	19	increment																																	10				255	255	255	1	0	2	null	1024	2	16					3			1		1							1									1			1	1			1						4		8																																					1								celestialhitter							celestialhitter							0
celestialboltvisual	771	1	10	1																			16	Z Range																																	10		3		64	64	255	0	0	1	Expansion\ShockField	1024	10	16		1		7												-40	1									1							1								8																																				64	32						lightning																0
celestialcenter	772	19		15					1	spawner frequency	2	increment									1	spawner frequency	2	increment																																	100	10	8	4	81	81	255	1	0	1	TeethExplode	1024	13	16		1	1	2				1		1							1					1				1			1	1			1						4		8																																					1			druid_twister					celestialmaker							celestialmaker							0
celestialhitter	773	1		1																																																					3				255	255	255	0	0	2	null	1024	2	16					3	1		1		1		1	6				1								1	1			1	1			1					Vortex	4		8																																					16																						0
celestialmaker	774	1	44	1	36																																																24	24			5				255	255	255	1	0	2	null	1024	2	16					6			1									1					1	1		1	1															8																																					1											celestialbolttiles							celestialboltvisual				0
doomcclockwise	775	19		15					1	frequency	4	increment									1	frequency	4	increment																													14	20		700	60		5		64	64	255	0	0	2	null	1024	2	16					3			1		1	1						1									1							1								8																																				32	1			sorceress_glacialspike_1					doomsubmissile							doomsubmissile							0
doomclockwise	776	19		15					1	frequency	4	increment									1	frequency	4	increment																													10	10			60		5		64	64	255	0	0	2	null	1024	2	16					3			1		1	1						1									1							1								8																																				32	1			sorceress_glacialspike_1					doomsubmissile							doomsubmissile							0
doomhitter	777	1		1																																																					24		3	4	64	64	255	0	0	2	ColdFuse	1024	12	8					3				1	1	1	1	13				2									1					1		1					DoomSerpents			8																																					8				sorceress_iceblast_impact_1																		0
doomsubmissile	778	1	44	1	36																																																24	24			5				255	255	255	1	0	2	null	1024	2	16					3			1		1							1				1	1				1							1						4		8																																					16				serpentdemon_attack_1			frigidtrail				doomhitter							doomhitter				0
frozencrownbolt	779	19		1																	1	frequency	0	increment																													12	12			25		3	4	64	64	255	0	0	1	ColdFuse	1024	12	8		1	9	10	3			1		1		1	7				2					1				1			1	1			1					FrozenCrown	4		8																																				64	16			sorceress_glacialspike_1	sorceress_iceblast_impact_1											frozencrowntrail							0
frozencrowncenter	780	1	51	1	45																1	frequency	0	increment									8	bolts	0	random path					8	bolts	0	random path									18	18			38		5		81	81	255	1	0	1	IceArrow	1024	8	16					3	1		1		1		1	7				1					1				1			1	1			1					FrozenCrown	4		8																																				64	16			sorceress_glacialspike_1				orbshatter				frozencrownbolt				frozencrowntrail			frozencrownbolt				0
frozencrowndelay	781	1	25	1	20																												20	range (0=skill)	0	max (0 = skill)					20	range (0=skill)	0	max (0 = skill)													1				255	255	255	0	0	2	null	1024	2	16						1		1		1												1							1	1			1						4																																						64	16											frozencrownbolt							frozencrownbolt				0
firefountainbombcenter	782	50		28					1	damage freq (0 = look at skill)	10	radius (0 = look at skill)	2	start frame	128	end frame	30	lob			1	damage freq (0 = look at skill)	10	radius (0 = look at skill)	2	start frame	128	end frame	30	lob																											25	5	6	4	255	128	64	0	0	1	null	1024	17	16		1	1	18					1		1					-80	3	1	25							1				1		1	1						4		8																																					1			druid_volcano				freezingarrowexp1	firefountainbomb							firefountainbomb							0
firefountainbomb	783	1	55	1	51																																																14	14			16				255	255	255	0	0	0	expansion\FireSpikes	1024	8	16										1												1	1		1	1			1	1			1								8																																					1											firefountainmine							firefountainmine				0
firefountaincenter	784	50		28					1	damage freq (0 = look at skill)	0	radius (0 = look at skill)	2	start frame	128	end frame	30	lob			1	damage freq (0 = look at skill)	0	radius (0 = look at skill)	2	start frame	128	end frame	30	lob																											30	5	6	4	255	128	64	0	0	1	null	1024	17	16		1	1	18					1		1					-80	3	1	25							1				1		1	1						4		8																																					1			druid_volcano				freezingarrowexp1	firefountainbomb							firefountainbomb							0
firefountainmine	785	1	1	1	1																												3	damage radius							2	explosions radius	1	explosions density													75		4	4	255	255	255	1	0	1	expansion\FireSpikesGround	1024	8	16					3	1		1		1							1					1				1			1	1			1					FireFountain	5	2																			cold																			16				sorceress_fireball_impact_1			freezingarrowexp1											freezingarrowexp2				0
