Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	minHP(N)	maxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	minHP(H)	maxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
slinger9	613	slinger1	arimythslinger	1	Slinger	slinger1		BeastHuman	PantherJavelin	BeastHuman	PW	1	1												3	4		12	16	1	19	60	81	slinger	slinger	10	15	13	11	40	40	40	90	90	90	85	85	85	9	9	9	25	25	25	12	12	12	20	24	28							pantherjav5									1										1			1	1																																	100	100	100	-25	-25	-25					33						33						66		2				19	19	19	0	53	53	58	67	47	116	93							64	64	95	80	47	116	93							50	50	95	80	47	116	93							A1	fire	100	40	60		100	40	60		100	40	60																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
cr_archer6	614	cr_archer1	cr_archer7	1	HellArcher	cr_archer1	Archer	HumanDemon	CorruptArcher	HumanDemon	CR	1	1												4	4		9	12	1	40	69	89	cr_archer	cr_archer	10	15	12	9	40	40	40	80	80	80	90	92	95	8	6	4	55	55	55	24	24	24	30	30	30	15	15	15	16	16	16										1										1			1	1									MonBow	A1	1	MonExplodingArrow	A1	1	MonColdArrow	A1	1																50	33	25	-25	-25	-25						33						33						66	3				15	15	15	0	300	300	84	200	100	140	600							210	210	90	200	100	140	600							195	195	90	250	100	140	600																																																	Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
cr_archer7	615	cr_archer1	sorrowarcher	4	AnguishArcher	cr_archer1	Archer	HumanDemon	CorruptArcher	HumanDemon	CR	1	1												4	4		9	12	1	15	55	75	cr_archer	cr_archer	10	15	12	9	40	40	40	80	80	80	90	90	95	8	6	4	45	45	45	24	24	24	20	20	20	20	20	20	16	16	16										1										1			1	1									MonBow	A1	1	MonFireArrow	A1	1	MonColdArrow	A1	1																100	50	25	-25	-25	-25					33						33						66		2				15	15	15	0	185	185	84	91	35	70	255							180	180	90	100	100	140	600							180	180	90	100	100	140	600																																																	Act 1 H2H C	Act 2 Champ A	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
cr_lancer6	616	cr_lancer1	cr_lancer7	1	HellLancer	cr_lancer1	Curser	HumanDemon	CorruptLancer	HumanDemon	CR	1													4	4		9	12	1	40	69	89	cr_lancer	cr_lancer	10	15	12	9	40	40	40	70	70	70	90	90	90	6	4	2	30	45	60	10	10	10	30	30	30	20	20	20													1	1									1			1	1									MonJab	seq_crlancerjab	3	MonPowerStrike	A1	9																			50	33	25	-25	-25	-25				33						33						66			3				6	6	6	0	300	300	84	200	120	160	200				80	120	200	210	210	95	200	120	160	200				80	120	200	195	195	95	250	120	160	200				80	120	200																																											Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
cr_lancer7	617	cr_lancer1	cr_lancer8	4	AnguishLancer	cr_lancer1	Curser	HumanDemon	CorruptLancer	HumanDemon	CR	1													4	4		9	12	1	15	55	75	cr_lancer	cr_lancer	10	15	12	9	40	40	40	80	80	80	90	90	90	6	4	2	30	45	60	10	10	10	25	25	25	20	20	20													1	1									1			1	1									MonJab	seq_crlancerjab	5																						100	50	25	-25	-25	-25			33						33						66				2				6	6	6	0	185	185	84	91	100	150	100				60	90	120	180	180	95	85	120	160	200				80	120	200	180	180	95	85	120	160	200				80	120	200																																											Act 1 H2H C	Act 2 Champ A	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
cr_lancer8	618	cr_lancer1		3	BlackLancer	cr_lancer1		HumanDemon	CorruptLancer	HumanDemon	CR	1													3	4		9	12	1	5	59	81	cr_lancer	cr_lancer	10	15	12	9	40	40	40	70	70	70	80	85	90	8	7	6	0	45	60	15	12	10	20	25	30	20	20	20													1	1									1			1	1									MonJab	seq_crlancerjab	7	MonPowerStrike	A1	9																			100	100	100	-25	-25	-25		33						33						66					2				6	6	6	0	85	85	84	91	76	151	91				60	90	120	85	85	95	85	76	151	91				60	90	120	70	70	95	85	76	151	91				60	90	120																																											Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
blunderbore5	619	blunderbore1	sorrowward	0	Deathbore	blunderbore1	Defender	UndeadBehemoth	PinHead	Behemoth	PN	1													3	4		10	10	1	40	78	98	pinhead	pinhead	10	12	10	8	40	40	40	97	97	97	6	4	2	95	95	95	4	2	1	70	70	70																			1	1					1				1			1	1									MonBash	seq_pinheadsmite	15																									-25	-25	-25	30	25	25	25	25	15	33	35	35	35	35	15	60	15	33	33	33	15	2				25	25	25	0	700	700	150	300	125	150	600	140	160	600				600	600	225	400	155	170	800	160	180	800				600	600	300	900	225	250	1200	240	260	1200																																														Act 2 (N) H2H A	Act 2 (N) Champ B	Act 2 (N) Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
juggernaut	620	juggernaut	juggernaut2	2	Mauler	chimera	juggernaut	ElementalBehemoth	Duriel	ElementalBehemoth	!E	1									1				1	2		9	9	1	14	49	77	juggernaut	juggernaut	10	12	9	6	40	40	40	0	3	6	40	40	40	40	40	40	25	25	25	30	30	30																			1	1			1						1	1	1	1			1							MonVolcano	A2	20	MonBash	A2	20	MonBash	A2	20	MightAuraEnchanted	NU	5													75	50	25				70	52	52	52	52	76	75	60	60	60	60	80	75	60	60	60	60	80	0			1	20	20	20	0	2136	2136	100	1000	130	150	300	145	165	300				1602	1602	80	2300	175	225	400	200	250	400				1246	1246	80	2300	200	250	2000	235	285	400																																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
skmage_fire5	621	skmage_fire1	skmage_fire6	1	ObsidianMage	skmage_fire1	A5Firemage	UndeadElemental	SkeletonMage	ElementalMonType	SK	1	1												3	3		6	6	1	40	69	89	sk_mage	sk_mage	10	15	12	9	40	40	40	35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmagefire									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																									-25	-25	-25	30	33	101	15	15	15	30	33	101	15	15	15	30	33	66	15	15	15	4				15	15	15	0	260	260	84	200										180	180	90	200										195	195	90	200										A1	fire	100	100	120		100	140	180		100	200	240																														Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_fire6	622	skmage_fire1	skmage_firex	3	ObsidianMage	skmage_fire1	A5Firemage	UndeadElemental	SkeletonMage	ElementalMonType	SK	1	1												4	4		6	6	1	40	70	90	sk_mage	sk_mage	10	15	12	9	40	40	40	35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmagefire									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																									-25	-25	-25	30	33	101	15	15	15	30	33	101	15	15	15	30	33	66	15	15	15	4				15	15	15	0	265	265	84	200										180	180	90	200										195	195	90	200										A1	fire	100	100	130		100	150	190		100	210	250																														Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_ltng5	623	skmage_ltng1	skmage_ltng6	1	ObsidianMage	skmage_ltng1	A5Ltngmage	UndeadElemental	SkeletonMage	ElementalMonType	SK	1	1												3	3		6	6	1	40	69	89	sk_mage	sk_mage	10	15	12	9	40	40	40	35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmageltng									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																									-25	-25	-25	30	33	15	101	15	15	30	33	15	66	15	15	30	33	15	66	15	15	4				15	15	15	0	260	260	84	200										180	180	90	200										195	195	90	200										A1	ltng	100	70	140		100	100	220		100	150	300																														Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_ltng6	624	skmage_ltng1	skmage_ltngx	3	ObsidianMage	skmage_ltng1	A5Ltngmage	UndeadElemental	SkeletonMage	ElementalMonType	SK	1	1												4	4		6	6	1	40	70	90	sk_mage	sk_mage	10	15	12	9	40	40	40	35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmageltng									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																									-25	-25	-25	30	33	15	101	15	15	30	33	15	66	15	15	30	33	15	66	15	15	4				15	15	15	0	265	265	84	200										180	180	90	200										195	195	90	200										A1	ltng	100	80	160		100	110	230		100	160	320																														Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_cold5	625	skmage_cold1	skmage_coldx	2	ObsidianMage	skmage_cold1	A5Coldmage	UndeadElemental	SkeletonMage	ElementalMonType	SK	1	1												4	4		6	6	1	40	69	89	sk_mage	sk_mage	10	15	12	9	40	40	40	35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmagecold									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																									-25	-25	-25	30	33	15	15	66	15	30	33	15	15	101	15	30	33	15	15	66	15	4				15	15	15	0	265	265	84	200										180	180	90	200										195	195	90	200										A1	cold	100	100	120	100	100	150	180	150	100	210	230	200																													Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_pois5	626	skmage_pois1	skmage_pois6	4	ObsidianMage	skmage_pois1	A5Poismage	UndeadElemental	SkeletonMage	ElementalMonType	SK	1	1												3	3		5	5	2	40	69	89	sk_mage	sk_mage	10	15	12	9	40	40	40	35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmagepois									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																									-25	-25	-25	30	33	15	15	15	66	30	33	15	15	15	66	30	33	15	15	15	66	4				17	17	17	0	260	260	84	200										180	180	90	200										195	195	90	200										A1	pois	100	150	150	100	100	200	200	150	100	250	250	100																													Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_pois6	627	skmage_pois1	skmage_poisx	0	ObsidianMage	skmage_pois1	A5Poismage	UndeadElemental	SkeletonMage	ElementalMonType	SK	1	1												4	4		6	6	2	40	70	90	sk_mage	sk_mage	10	15	12	9	40	40	40	35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmagepois									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																									-25	-25	-25	30	33	15	15	15	66	30	33	15	15	15	66	30	33	15	15	15	66	4				17	17	17	0	265	265	84	200										180	180	90	200										195	195	90	200										A1	pois	100	200	200	100	100	250	250	150	100	300	300	100																													Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
pantherwoman5	628	pantherwoman1	pantherwoman6	0	LostHuntress	pantherwoman1	Curser	BeastHuman	PantherWoman	BeastHuman	PW	1													4	4		12	16	1	40	69	89	pantherwoman	pantherwoman	10	15	12	9	40	40	40	90	90	90	95	95	95	12	12	12	6	4	2	50	50	50																			1	1									1			1	1							1																										50	40	30	-25	-25	-25	25			33			25			33			25			66			3				15	15	15	0	300	300	104	200	90	160	250							158	158	105	200	100	170	250							180	180	105	200	110	175	250							A1	pois					5	25	25	100	15	25	25	100																													Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
pantherwoman6	629	pantherwoman1		1	SaberCat	pantherwoman1		BeastHuman	PantherWoman	BeastHuman	PW	1													4	4		9	12	1	14	60	81	pantherwoman	pantherwoman	10	15	12	9	40	40	40	90	90	90	90	90	95	24	12	12	6	6	6	0	25	50																			1	1									1			1	1							1																										100	100	100	-25	-25	-25																			2				15	15	15	0	57	57	64	71	51	121	94							75	75	105	80	51	121	94							55	55	105	80	51	121	94							A1	cold					5	40	60	150	15	40	60	200																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
sandleaper6	630	sandleaper1	sandleaper7	1	CaveLeaper	sandleaper1		Beast	SandLeaper	Beast	SL	1													2	3		8	8	1	15	61	82	sandleaper	sandleaper	10	15	14	13	40	40	40	20	22	25	50	50	50	30	30	30	50	50	50																						1	1												1	1									Leap	seq_leaperleap	2																						100	85	75	-25	-25	-25																			2				16	16	16	0	66	66	84	94	61	121	94	61	121	94				60	60	130	95	61	121	94	61	121	94				45	45	130	95	61	121	94	61	121	94				A1	cold	100	33	66	25	100	33	66	75	100	33	66	100	A2	cold	100	33	66	25	100	33	66	75	100	33	66	100															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
sandleaper7	631	sandleaper1		3	TombCreeper	sandleaper1		Beast	SandLeaper	Beast	SL	1													2	3		8	8	1	15	61	82	sandleaper	sandleaper	10	15	14	13	40	40	40	20	22	25	50	50	50	30	30	30	50	50	50																						1	1												1	1									Leap	seq_leaperleap	2																						100	85	75	-25	-25	-25																			2				16	16	16	0	66	66	84	94	61	121	94	61	121	94				60	60	130	95	61	121	94	61	121	94				45	45	130	95	61	121	94	61	121	94				A1	cold	100	33	66	25	100	33	66	75	100	33	66	100	A2	cold	100	33	66	25	100	33	66	75	100	33	66	100															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
wraith6	632	wraith1	wraith7	0	Ghost	wraith1	Curser	Undead	Wraith	drains mana	WR	1													2	4		8	8	1	15	55	75	wraith	wraith	10	15	14	13	40	40	40	90	100	100	4	3	2	90	95	99																									1	1					1			1	1			1	1																																				-25	-25	-25	33				33	33	33				33	33	33				33	33	2				8	8	8	0	83	83	84	130	61	121	94							65	65	130	105	61	121	94							45	45	130	105	61	121	94							A1	mana	40	60	100		45	100	200		50	200	300																														Act 1 Wraith B	Act 5 Champ A	Act 5 Unique A		Act 1 (N) Wraith C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Wraith C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
wraith7	633	wraith1	wraith8	0	Ghast	wraith1	Curser	Undead	Wraith	drains mana	WR	1													3	4		9	9	2	13	54	74	wraith	wraith	10	15	12	9	40	40	40	90	100	100	4	3	2	90	95	99																									1	1					1			1	1			1	1																																							33				33	33	33				33	33	33				33	33	2				11	11	11	0	250	250	84	130	123	138	133							175	175	130	105	123	138	133							210	210	130	105	123	138	133							A1	mana	50	57	100		45	100	200		45	200	300																														Act 1 Wraith C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Wraith C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Wraith C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
wraith8	634	wraith1		0	Spirit	wraith1	Curser	Undead	Wraith	drains mana	WR	1													3	4		10	10	1	40	78	98	wraith	wraith	10	12	10	8	40	40	40	100	100	100	4	3	2	99	99	99																									1	1					1			1	1			1																																								35				35		33				33		66				66		2				8	8	8	0	700	700	84	300	140	160	600							600	600	130	400	160	180	800							600	600	130	900	150	200	1200							A1	mana	100	80	100		45	100	200		50	200	300																														Act 2 (N) Wraith A	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 5 (N) Wraith C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Wraith C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
succubus6	635	succubus1	succubus7	0	BloodMaiden	succubus1	MagicLeader	Demon	Succubus	Desummoner	0B	1	1						sandleaper5	bonefetish5		1	2	3	1	1		10	12	1	40	75	95	succubus	succubus	10	15	12	11	40	40	40	90	90	90	10	10	10	50	50	50	25	25	25	90	90	90	15	15	15	90	90	90	90	90	90										1	1							1	1				1							1			HellOrb	S2	1	SuccubusBolt	S2	1	Blood Mana	S2	1	Defense Curse	S2	1	MonChainLightning	S2	1										100	85	75	-25	-25	-25	33			33			33			33			33			33			2				50	50	50	0	1600	1600	107	159	47	85	125							900	900	115	159	47	85	125							950	950	115	159	47	85	125							A2	mag	100	40	75		100	40	75		100	40	75																														Act 5 Unique C	Act 5 Unique C	Act 5 Unique C		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubus7	636	succubus1		0	AndarielWitch	succubus1		Demon	Andariel		0B	1													1	1		13	13	1	20	60	83	succubus	succubus	10	12	10	8	40	40	40	20	20	20	1	1	1	50	50	50	40	40	40																						1	1							1	1				1	1						1			MonIceBolt	S2	1	AndyPoisonBolt	S2	1																			100	85	75	-25	-25	-25	33			33		66	33	33		33		66	33	33		33		66	1				50	50	50	0	2000	2000	107	159	125	150	500							1200	1200	115	159	125	150	500							1200	1200	115	159	125	150	500							A1	cold	50	45	60	75	33	30	60	75	33	30	60	100																													Act 1 Cast A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Cast A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) Cast A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
succubuswitch6	637	succubuswitch1	succubuswitch7	3	BloodMaiden	succubuswitch1	ChaosSuccubus	Demon	SuccubusWitch		0C	1	1												3	3		13	13	1	40	79	99	succubus	succubus	10	12	10	8	40	40	40	90	90	90	25	25	25	40	45	50	8	10	12	90	90	90	8	6	4	80	80	80	80	80	80										1								1	1	1			1							1			MonCurseCast	S2	5	WeakenMoncurse	S2	5	VampireMeteor	S2	1	VampireMeteor	S2	1	SuccubusBolt	S2	1										25	25	25				25	25	25	70	25	25	25	25	25	66	25	25	25	25	25	66	25	25	1			1	20	20	20	0	2000	2000	107	1500	180	220	400							1200	1200	115	2000	200	240	500							1200	1200	115	3000	220	260	600							A2	mag	100	60	80		100	80	100		100	100	120																														Act 3 (N) Champ A	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 5 (N) Champ C	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Champ C	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubuswitch7	638	succubuswitch1	succubuswitch8	4	BloodMaiden	succubuswitch1	ChaosSuccubus	Demon	Andariel		0C	1													4	5		13	13	1	40	79	99	succubus	succubus	10	12	9	6	40	40	40	30	30	30	2	2	2	50	50	50	40	40	40																						1								1	1	1			1							1			SuccubusBolt	S2	1	Glacial Impale	S2	1																			33	33	25				25	25	25	70	25	25	25	25	25	66	25	25	25	25	25	66	25	25	1			1	20	20	20	0	1500	1500	107	1500	200	225	400							900	900	115	2000	225	250	450							900	900	115	4000	250	275	500							A2	mag	100	60	80		100	66	88		100	75	100																														Act 3 (N) Champ A	Act 3 (N) Champ B	Act 3 (N) Unique A		Act 5 (N) Champ C	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Champ C	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubuswitch8	639	succubuswitch1	smnnecromancer	1	VileWitch	succubuswitch1		Demon	SuccubusWitch		0C	1	1												4	5		12	12	1	40	61	83	succubus	succubus	10	15	14	13	40	40	40	90	90	90	25	25	25	0	30	50	0	8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1			MonCurseCast	S2	5	WeakenMoncurse	S2	5	Defense Curse	S2	1	Blood Mana	S2	1	SuccubusBolt	S2	1										100	85	75	-25	-25	-25	33		33	33	33		33		33	33	33		33		33	33	33		2				50	50	50	0	95	95	107	161	47	85	138							57	57	115	145	47	85	138							50	50	115	145	47	85	138							A2	mag	100	40	75		100	40	75		100	40	75																														Act 5 Unique C	Act 5 Unique C	Act 5 Unique C		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
willowisp5	640	willowisp1	willowisp6	0	Darkstar	willowisp1	Glyph2Boss	UndeadElemental	WillOWisp	ElementalMonType	WW	1	1												2	4		15	15	1	20	58	78	willowisp	willowisp	10	12	9	6	40	40	40	75	75	75	90	90	90	30	30	30																						willowisplightningbolt2			1	1					1			1				1	1									MonLtngOrb	SC	1																									-25	-25		33	33		33		33	40	40		33		33	33	33		66		33	1				28	28	28	0	300	300	94	800	151	225	123							720	720	115	800	151	250	300							420	420	115	800	151	250	400							A1	mana	90	16	72		100	100	200		100	200	300		SC	ltng	100	5	120		100	5	240		100	5	480																Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) Wraith A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Wraith B	Act 2 (H) Champ A	Act 2 (H) Unique A						1	1	0
willowisp6	641	willowisp1	willowisp7	3	BlackSoul	willowisp1		UndeadElemental	WillOWisp	ElementalMonType	WW	1	1												2	4		15	15	1	42	69	83	willowisp	willowisp	10	15	14	13	40	40	40	70	70	75	90	90	90	30	30	30																						willowisplightningbolt2			1	1					1			1				1	1									MonChainLightning	SC	1																									-25	-25		70			70		33	70			70		70	70			70		70	2				28	28	28	0	44	44	84	82	151	225	93							60	60	115	120	151	225	93							50	50	115	120	151	225	93							A1	mana	90	16	72		90	100	200		90	200	300		SC	ltng	100	5	120		100	5	160		100	5	190																Act 4 Wraith B	Act 5 Champ A	Act 5 Unique A		Act 4 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 4 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A						1	1	0
willowisp7	642	willowisp1		0	BurningSoul	willowisp1		UndeadElemental	WillOWisp	ElementalMonType	WW	1	1												2	4		15	15	1	42	61	83	willowisp	willowisp	10	15	14	13	40	40	40	70	70	75	90	90	90	30	30	30																						willowisplightningbolt2			1	1					1			1				1	1									MonChainLightning	SC	1																									-25	-25		70			70		33	70			70		70	70			70		70	2				28	28	28	0	44	44	84	82	151	225	93							60	60	115	120	151	225	93							50	50	115	120	151	225	93							A1	mana	90	16	72		90	100	200		90	200	300		SC	ltng	100	5	120		100	5	160		100	5	190																Act 4 Wraith B	Act 5 Champ A	Act 5 Unique A		Act 4 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 4 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A						1	1	0
