name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	auto prefix	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	durability	*eol
StarRuby	Starstone Ruby		1	0	0	55	13	1	0	1	600000		g6r		gpr	g6r	16	1	1	0	0	0	flpgsr	invgsrf			0	xxx			0	0	gemr	gem5	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
StarDiamond	Starstone Diamond		1	0	0	55	13	1	0	1	600000		g6w		gpw	g6w	16	1	1	0	0	0	flpgsw	invgswf			0	xxx			0	0	gemd	gem5	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
StarSkull	Starstone Skull		1	0	0	55	13	1	0	1	600000		sk6		skz	sk6	16	1	1	0	0	0	flpskl	invsks			0	xxx			0	0	gemz	gem5	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
Single	Single Socket		1	0	0	0	9	1	0	1	4000		1as		jaw	1as	16	1	1	0	0	0	flpjaw	invsck1			0	xxx			0	0	asoc		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	Singlesocket		0	0	0	non	0	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
Dual	Dual Socket		1	0	0	0	10	1	0	1	12000		2as		jaw	2as	16	1	1	0	0	0	flpjaw	invsck2			0	xxx			0	0	asoc		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	Dualsocket		0	0	0	non	0					255					255					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
Tripple	Triple Socket		1	0	0	0	11	1	0	1	36000		3as		jaw	3as	16	1	1	0	0	0	flpjaw	invsck3			0	xxx			0	0	asoc		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	Triplesocket		0	0	0	non	0					255					255					255					255					255					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
Quad	Quad Socket		1	0	0	0	12	1	0	1	100000		4as		jaw	4as	16	1	1	0	0	0	flpjaw	invsck4			0	xxx			0	0	asoc		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	Quadsocket		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	255					255					255					255					255			0	0	0	xxx	xxx			1				0
UniqueSoc	X Socket		1	0	0	0	12	1	0	1	150000		5as		jaw	5as	16	1	1	0	0	0	flpjaw	invsck5			0	xxx			0	0	asoc		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	Uniquesocket		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	255					255					255			0	0	0	xxx	xxx			1				0
Mithril	Mithril Glyph		1	0	0	0	10	1	0	1	25000		6as		qll	6as	16	1	1	0	0	0	flpquil	invquil			0	xxx			0	0	asoc		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1												1	Mithril		0	0	0	non	0	1	1	1	1	255					255					255	1	1	1	1	255					255					255	1	1	1	1	255					255					255					255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255			0	0	0	xxx	xxx			1				0
Adamant	Adamant Glyph		1	0	0	0	11	1	0	1	50000		7as		qll	7as	16	1	1	0	0	0	flpquil	invquil2			0	xxx			0	0	asoc		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1												1	Adamant		0	0	0	non	0	1	1	1	1	255					255					255	1	1	1	1	255					255					255	1	1	1	1	255					255					255					255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255			0	0	0	xxx	xxx			1				0
Recharge	Smith-Forge Rune		1	0	0	0	12	1	0	1	5000		8as		fng	8as	16	1	1	0	0	0	flpfang	invfang			0	xxx			0	0	asoc		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1												1	Rechargen		0	0	0	non	0	1	1	1	1	255					255					255	1	1	1	1	255					255					255					255					255					255					255	1	1	1	1	255					255					255					255	1	1	1	1	255					255	1	1	1	1	255			0	0	0	xxx	xxx			1				0
UberHealingPotion	Mega Healing Potion		1	0	0	0	1		0	1	100		hp8		hp5	hpp	16	1	1	0	0	0	flprpl	invhp5			0	xxx			1	0	hpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
UberManaPotion	Mega Mana Potion		1	0	0	0	1		0	1	100		mp8		mp5	mpp	16	1	1	0	0	0	flpbpl	invmp5			0	xxx			1	0	mpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
ArchAmethyst	Moonstone Amethyst		1	0	0	66	14	1	0	1	1800000		g7v		gpv	g7v	16	1	1	0	0	0	flpgsv	invgsvg			0	xxx			0	0	gema	gem6	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
ArchTopaz	Moonstone Topaz		1	0	0	66	14	1	0	1	1800000		g7y		gpy	g7y	16	1	1	0	0	0	flpgsy	invgsyg			0	xxx			0	0	gemt	gem6	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
ArchSapphire	Moonstone Sapphire		1	0	0	66	14	1	0	1	1800000		g7b		gpb	g7b	16	1	1	0	0	0	flpgsb	invgsbg			0	xxx			0	0	gems	gem6	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
ArchEmerald	Moonstone Emerald		1	0	0	66	14	1	0	1	1800000		g7g		gpg	g7g	16	1	1	0	0	0	flpgsg	invgsgg			0	xxx			0	0	geme	gem6	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
ArchRuby	Moonstone Ruby		1	0	0	66	14	1	0	1	1800000		g7r		gpr	g7r	16	1	1	0	0	0	flpgsr	invgsrg			0	xxx			0	0	gemr	gem6	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
ArchDiamond	Moonstone Diamond		1	0	0	66	14	1	0	1	1800000		g7w		gpw	g7w	16	1	1	0	0	0	flpgsw	invgswg			0	xxx			0	0	gemd	gem6	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
ArchSkull	Moonstone Skull		1	0	0	66	14	1	0	1	1800000		sk7		skz	sk7	16	1	1	0	0	0	flpskl	invskm			0	xxx			0	0	gemz	gem6	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
XAmethyst	Ether Stone		1	0	0	88	15	1	0	1	5400000		g8v		gpv	g8v	16	1	1	0	0	0	flpgsv	invgsvh			0	xxx			0	0	gema	gem7	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
XTopaz	Thunder Prism		1	0	0	88	15	1	0	1	5400000		g8y		gpy	g8y	16	1	1	0	0	0	flpgsy	invgsyh			0	xxx			0	0	gemt	gem7	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
XSapphire	Frost Tear		1	0	0	88	15	1	0	1	5400000		g8b		gpb	g8b	16	1	1	0	0	0	flpgsb	invgsbh			0	xxx			0	0	gems	gem7	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
XEmerald	Pestilence Eye		1	0	0	88	15	1	0	1	5400000		g8g		gpg	g8g	16	1	1	0	0	0	flpgsg	invgsgh			0	xxx			0	0	geme	gem7	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
XRuby	Blood Stone		1	0	0	88	15	1	0	1	5400000		g8r		gpr	g8r	16	1	1	0	0	0	flpgsr	invgsrh			0	xxx			0	0	gemr	gem7	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
XDiamond	Celestial Sphere		1	0	0	88	15	1	0	1	5400000		g8w		gpw	g8w	16	1	1	0	0	0	flpgsw	invgswh			0	xxx			0	0	gemd	gem7	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
XSkull	Soul Skull		1	0	0	88	15	1	0	1	5400000		sk8		skz	sk8	16	1	1	0	0	0	flpskl	invskx			0	xxx			0	0	gemz	gem7	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
Glyph1	Purification Glyph 1 (Norm)		1	0	0	0	999	1	0	1	0		pg1		hrn	pg1	16	1	1	0	0	0	flphorn	invpurg1			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0		1	0	-1													Pglyph		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Glyph2	Purification Glyph 2 (Norm)		1	0	0	0	999	1	0	1	0		pg2		hrn	pg2	16	1	1	0	0	0	flphorn	invpurg1			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0		1	0	-1													Pglyph		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Glyph3	Purification Glyph 3 (Norm)		1	0	0	0	999	1	0	1	0		pg3		hrn	pg3	16	1	1	0	0	0	flphorn	invpurg1			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0		1	0	-1													Pglyph		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Glyph4	Purification Glyph 4 (Norm)		1	0	0	0	999	1	0	1	0		pg4		hrn	pg4	16	1	1	0	0	0	flphorn	invpurg1			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0		1	0	-1													Pglyph		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Glyph5	Purification Glyph 5 (Norm)		1	0	0	0	999	1	0	1	0		pg5		hrn	pg5	16	1	1	0	0	0	flphorn	invpurg1			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0		1	0	-1													Pglyph		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
UniqueCharm	Unique Charm		0	100	0	0	999	0	0	1	0		cm4		rld	cm4	16	1	1	0	0	0	flpmss	invmss			0	xxx			0	0	cha8		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
BlessedRing	Blessed Ring		0	0	0	0	999	0	0	1	0		cm5		rin	cm5	16	1	1	0	0	0	flprin	invrin			0	xxx			0	0	ring		item_ring	12	item_ring	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
BlessedAmulet	Blessed Amulet		0	0	0	0	999	0	0	1	0		cm6		amu	cm6	16	1	1	0	0	0	flpamu	invamu			0	xxx			0	0	amul		item_amulet	12	item_amulet	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
Glyph6	Purification Glyph 6 (NM)		1	0	0	0	999	1	0	1	0		pg6		hrn	pg1	16	1	1	0	0	0	flphorn	invpurg2			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0		1	0	-1													Pglyph		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Glyph7	Purification Glyph 7 (NM)		1	0	0	0	999	1	0	1	0		pg7		hrn	pg2	16	1	1	0	0	0	flphorn	invpurg2			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0		1	0	-1													Pglyph		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Glyph8	Purification Glyph 8 (NM)		1	0	0	0	999	1	0	1	0		pg8		hrn	pg3	16	1	1	0	0	0	flphorn	invpurg2			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0		1	0	-1													Pglyph		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Glyph9	Purification Glyph 9 (NM)		1	0	0	0	999	1	0	1	0		pg9		hrn	pg4	16	1	1	0	0	0	flphorn	invpurg2			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0		1	0	-1													Pglyph		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Glyph10	Purification Glyph 10 (NM)		1	0	0	0	999	1	0	1	0		p10		hrn	pg5	16	1	1	0	0	0	flphorn	invpurg2			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0		1	0	-1													Pglyph		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Glyph11	Purification Glyph 11 (Hell)		1	0	0	0	999	1	0	1	0		p11		hrn	pg1	16	1	1	0	0	0	flphorn	invpurg3			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0		1	0	-1													Pglyph		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Glyph12	Purification Glyph 12 (Hell)		1	0	0	0	999	1	0	1	0		p12		hrn	pg2	16	1	1	0	0	0	flphorn	invpurg3			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0		1	0	-1													Pglyph		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Glyph13	Purification Glyph 13 (Hell)		1	0	0	0	999	1	0	1	0		p13		hrn	pg3	16	1	1	0	0	0	flphorn	invpurg3			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0		1	0	-1													Pglyph		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Glyph14	Purification Glyph 14 (Hell)		1	0	0	0	999	1	0	1	0		p14		hrn	pg4	16	1	1	0	0	0	flphorn	invpurg3			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0		1	0	-1													Pglyph		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Glyph15	Purification Glyph 15 (Hell)		1	0	0	0	999	1	0	1	0		p15		hrn	pg5	16	1	1	0	0	0	flphorn	invpurg3			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0		1	0	-1													Pglyph		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
MithrilHammer	Mithril Hammer		1	0	0	0	12	1	0	1	25000		9as		whm	9as	16	1	2	0	0	0	flphmr	invhmr			0	xxx			0	0	asoc		item_sword	12	item_sword	0	0	5	0	0	0	0	0	0	0			0	-1												1	Mihammer		0	0	0	non	0	1	1	1	1	255					255					255	1	1	1	1	255					255					255	1	1	1	1	255					255					255					255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255			0	0	0	xxx	xxx			1				0
AdamantHammer	Adamant Hammer		1	0	0	0	12	1	0	1	50000		zas		whm	zas	16	1	2	0	0	0	flphmr	invhmr2			0	xxx			0	0	asoc		item_sword	12	item_sword	0	0	5	0	0	0	0	0	0	0			0	-1												1	Adhammer		0	0	0	non	0	1	1	1	1	255					255					255	1	1	1	1	255					255					255	1	1	1	1	255					255					255					255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255			0	0	0	xxx	xxx			1				0
UtraHealingPotion	Utra Healing Potion		1	0	0	0	1		0	1	100		hp9		hp5	hpp	16	1	1	0	0	0	flprpl	invhp5			0	xxx			1	0	hpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
UltraManaPotion	Ultra Mana Potion		1	0	0	0	1		0	1	100		mp9		mp5	mpp	16	1	1	0	0	0	flpbpl	invmp5			0	xxx			1	0	mpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
CowTome	Tome of Riches		0	0	0	0	999	1	0	1	0		co1		bbk	co1	16	1	2	0	0	0	flpbbk	invbbk			0	xxx			0	0	ques		item_book	12	item_book	1	0	5	0	0	0	0	0	0	0	1	1	0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
CowScroll	Treasure Map		1	0	0	0	999	1	0	1	0		co2		grg	co2	16	2	2	0	0	0	flphscr	invhscr			0	xxx			0	0	ques		item_book	12	item_book	1	0	5	0	0	0	0	0	0	0	1	1	0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
CowStatue	Statue of Greed		1	0	0	0	999	0	0	1	0		co3		bks	co3	16	1	2	0	0	0	flpgbi	invgbi			0	xxx			0	0	ques		item_jewel	12	item_jewel	1	0	5	0	0	0	0	0	0	0	1	1	0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
UniqueLargeCharm	Unique Large Charm		0	100	120	0	999	1	0	1	0		cm8		rgd	cm3	16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	lcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
UniqueJewel	Wirt Jewel		0	100	1	60	999	1	0	1	0		cm9		gpw	jew	16	1	1	0	0	0	flpgsw	invgswe			0	xxx			0	0	jewl		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
AnguishKey	Anguish Key		0	0	1	0	999	0	0	1	10000		key1		key	key1	16	1	1	0	0	0	flpkey	invkey1			0	xxx			0	0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0	1	1	0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
PainKey	Pain Key		0	0	1	0	999	0	0	1	20000		key2		key	key2	16	1	1	0	0	0	flpkey	invkey2			0	xxx			0	0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0	1	1	0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
HatredKey	Hatred Key		0	0	1	0	999	0	0	1	40000		key3		key	key3	16	1	1	0	0	0	flpkey	invkey3			0	xxx			0	0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0	1	1	0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
TerrorKey	Terror Key		0	0	1	0	999	0	0	1	80000		key4		key	key4	16	1	1	0	0	0	flpkey	invkey4			0	xxx			0	0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0	1	1	0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
DestructKey	Destruct Key		0	0	1	0	999	0	0	1	160000		key5		key	key5	16	1	1	0	0	0	flpkey	invkey5			0	xxx			0	0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0	1	1	0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
FinalKey	Final Key		0	0	1	0	999	0	0	0	320000		key6		key	key6	16	1	2	0	0	0	flpmph	invmph			0	xxx			0	0	kcha		item_key	12	item_key	1	0	5	0	0	0	0	0	0	0	1	1	0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						1	0
AmaCharm	AmaCharm		0	100	0	0	999	0	0	1	0		cl1		rld	hrt	16	1	1	0	0	0	flphrt	invhrt			0	xxx			0	0	cha1		item_monsterguts	12	item_monsterguts	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
SorCharm	SorCharm		0	100	0	0	999	0	0	1	0		cl2		rld	hrt	16	1	1	0	0	0	flphrt	invhrt			0	xxx			0	0	cha2		item_monsterguts	12	item_monsterguts	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
BarCharm	BarCharm		0	100	0	0	999	0	0	1	0		cl3		rld	hrt	16	1	1	0	0	0	flphrt	invhrt			0	xxx			0	0	cha3		item_monsterguts	12	item_monsterguts	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
PalCharm	PalCharm		0	100	0	0	999	0	0	1	0		cl4		rld	hrt	16	1	1	0	0	0	flphrt	invhrt			0	xxx			0	0	cha4		item_monsterguts	12	item_monsterguts	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
NecCharm	NecCharm		0	100	0	0	999	0	0	1	0		cl5		rld	hrt	16	1	1	0	0	0	flphrt	invhrt			0	xxx			0	0	cha5		item_monsterguts	12	item_monsterguts	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
DruCharm	DruCharm		0	100	0	0	999	0	0	1	0		cl6		rld	hrt	16	1	1	0	0	0	flphrt	invhrt			0	xxx			0	0	cha6		item_monsterguts	12	item_monsterguts	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
AssCharm	AssCharm		0	100	0	0	999	0	0	1	0		cl7		rld	hrt	16	1	1	0	0	0	flphrt	invhrt			0	xxx			0	0	cha7		item_monsterguts	12	item_monsterguts	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
